A	B	nOverlap
cardiac septum development	regulation of binding	2
cardiac septum development	outflow tract septum morphogenesis	2
cardiac septum development	ventricular cardiac muscle tissue development	2
cardiac septum development	positive regulation of cell death	2
cardiac septum development	odontogenesis of dentin-containing tooth	2
cardiac septum development	positive regulation of apoptotic process	2
cardiac septum development	morphogenesis of a branching epithelium	2
cardiac septum development	atrioventricular valve development	2
cardiac septum development	neural crest cell differentiation	2
cardiac septum development	receptor serine/threonine kinase binding	2
cardiac septum development	DNA-binding transcription factor binding	2
cardiac septum development	DNA-binding transcription activator activity, RNA polymerase II-specific	2
cardiac septum development	I-SMAD binding	2
cardiac septum development	transmembrane receptor protein serine/threonine kinase binding	2
cardiac septum development	DNA-binding transcription activator activity	2
cardiac septum development	R-SMAD binding	2
regulation of biomineralization	positive regulation of ossification	3
regulation of biomineralization	positive regulation of cell death	2
regulation of biomineralization	odontogenesis of dentin-containing tooth	2
regulation of biomineralization	positive regulation of apoptotic process	2
regulation of biomineralization	morphogenesis of a branching epithelium	2
regulation of nervous system development	stem cell development	2
regulation of nervous system development	regulation of binding	2
regulation of nervous system development	circadian rhythm	2
regulation of nervous system development	mesenchymal cell migration	2
regulation of nervous system development	positive regulation of cell death	3
regulation of nervous system development	mechanoreceptor differentiation	2
regulation of nervous system development	positive regulation of apoptotic process	2
regulation of nervous system development	morphogenesis of a branching epithelium	2
regulation of nervous system development	limbic system development	2
regulation of nervous system development	neural crest cell differentiation	2
regulation of nervous system development	dendrite	3
regulation of nervous system development	dendritic tree	3
regulation of nervous system development	DNA-binding transcription repressor activity, RNA polymerase II-specific	2
regulation of nervous system development	DNA-binding transcription repressor activity	2
regulation of nervous system development	DNA-binding transcription factor binding	2
regulation of nervous system development	glycosaminoglycan binding	2
regulation of nervous system development	DNA-binding transcription activator activity, RNA polymerase II-specific	2
regulation of nervous system development	DNA-binding transcription activator activity	2
regulation of nervous system development	transmembrane receptor protein kinase activity	2
regulation of nervous system development	heparin binding	2
positive regulation of ossification	positive regulation of cell death	2
positive regulation of ossification	odontogenesis of dentin-containing tooth	2
positive regulation of ossification	positive regulation of apoptotic process	2
positive regulation of ossification	morphogenesis of a branching epithelium	2
pathway-restricted SMAD protein phosphorylation	outflow tract septum morphogenesis	2
pathway-restricted SMAD protein phosphorylation	positive regulation of cell death	2
pathway-restricted SMAD protein phosphorylation	positive regulation of apoptotic process	2
pathway-restricted SMAD protein phosphorylation	morphogenesis of a branching epithelium	2
pathway-restricted SMAD protein phosphorylation	atrioventricular valve development	2
pathway-restricted SMAD protein phosphorylation	neural crest cell differentiation	2
pathway-restricted SMAD protein phosphorylation	receptor serine/threonine kinase binding	2
pathway-restricted SMAD protein phosphorylation	I-SMAD binding	2
pathway-restricted SMAD protein phosphorylation	transmembrane receptor protein serine/threonine kinase binding	2
pathway-restricted SMAD protein phosphorylation	R-SMAD binding	2
cellular response to external stimulus	regulation of binding	2
cellular response to external stimulus	muscle cell development	2
cellular response to external stimulus	regulation of response to extracellular stimulus	2
cellular response to external stimulus	regulation of response to nutrient levels	2
cellular response to external stimulus	positive regulation of cell death	3
cellular response to external stimulus	positive regulation of apoptotic process	3
cellular response to external stimulus	DNA-binding transcription factor binding	3
cellular response to external stimulus	DNA-binding transcription activator activity, RNA polymerase II-specific	3
cellular response to external stimulus	DNA-binding transcription activator activity	3
stem cell development	mesenchymal cell migration	3
stem cell development	positive regulation of cell death	3
stem cell development	positive regulation of apoptotic process	3
stem cell development	neural crest cell differentiation	3
stem cell development	glycosaminoglycan binding	2
stem cell development	heparin binding	2
regulation of binding	muscle cell development	3
regulation of binding	ventricular cardiac muscle tissue development	2
regulation of binding	odontogenesis of dentin-containing tooth	2
regulation of binding	DNA-binding transcription repressor activity, RNA polymerase II-specific	2
regulation of binding	DNA-binding transcription repressor activity	2
regulation of binding	DNA-binding transcription factor binding	7
regulation of binding	bHLH transcription factor binding	2
regulation of binding	DNA-binding transcription activator activity, RNA polymerase II-specific	5
regulation of binding	DNA-binding transcription activator activity	5
circadian rhythm	mechanoreceptor differentiation	2
circadian rhythm	dendrite	2
circadian rhythm	dendritic tree	2
circadian rhythm	transmembrane receptor protein kinase activity	2
muscle cell development	positive regulation of muscle tissue development	2
muscle cell development	DNA-binding transcription factor binding	3
muscle cell development	DNA-binding transcription activator activity, RNA polymerase II-specific	4
muscle cell development	DNA-binding transcription activator activity	4
outflow tract septum morphogenesis	atrioventricular valve development	2
outflow tract septum morphogenesis	I-SMAD binding	2
outflow tract septum morphogenesis	R-SMAD binding	2
regulation of response to extracellular stimulus	regulation of response to nutrient levels	2
regulation of response to extracellular stimulus	DNA-binding transcription factor binding	2
regulation of response to nutrient levels	DNA-binding transcription factor binding	2
ventricular cardiac muscle tissue development	DNA-binding transcription repressor activity, RNA polymerase II-specific	2
ventricular cardiac muscle tissue development	DNA-binding transcription repressor activity	2
ventricular cardiac muscle tissue development	DNA-binding transcription factor binding	2
