accession	gene_name	IDHwt_1.raw	IDHwt_2.raw	IDHwt_3.raw	IDHwt_4.raw	mIDH1_1.raw	mIDH1_2.raw	mIDH1_3.raw	mIDH1_4.raw	mIDH2_1.raw	mIDH2_2.raw	mIDH2_3.raw	mIDH2_4.raw	IDH2_vs_IDH1_ratio	IDH2_vs_IDH1_t.test	IDH2_vs_IDH1_logFC	IDH2_vs_IDH1_p.value
O94817	ATG12	135922.97	130183.35	121550.48	178855.95	169852.25	119016.66	189842.48	181272.08	159657.84	193123.3	119109.59	128712.39	0.821276697060554	0.543572454989361	-0.284059731320462	0.264742558836558
Q96NL6	SCLT1	24503.31	21010.03	59157.14	36712.9	35992.43	46423.96	46454.2	52712.03	38979.94	39930.46	57829.88	50745.43	0.976288612952711	0.804877705449289	-0.0346203908248019	0.0942701020958464
Q9H9F9	ACTR5	63628.85	99091.16	76308.22	70074.56	28643.31	91235.59	137604.11	91102.87	132240.42	58703.39	128868.59	87661.17	1.18751556857506	0.624416008432118	0.247946427598359	0.204525971265271
Q8N0Y2	ZNF444	32672.68	15847.8	22302.07	45901.79	28548.93	36254.04	89268.96	32405.43	25014.71	36454.29	29676.73	30326.59	0.873926349853851	0.340081683031945	-0.194416393168115	0.468416758753478
O00592	PODXL	113066.73	63226.23	98018.04	121859.56	60234.79	53056.38	63130.77	59457.47	49680.14	58703.39	51374.32	64536.61	0.919672750769348	0.505262235353334	-0.120807499837438	0.296483160876294
A0A024RCQ8	PPT2	104114.22	71202.18	43181.27	45901.79	105504.25	92874.2	230843.7	158072.61	236330.19	179166.03	152845.34	132883.5	1.25963777700364	0.49082223432813	0.333008930193579	0.309075771887785
Q5VUM1	SDHAF4	23383.25	30678.97	105465.88	98834.66	91737.41	53056.38	52326.1	131393.98	38979.94	142146.94	57829.88	145949.91	1.38111461824433	0.691764415520051	0.465833053347558	0.160041781929576
P54259	ATN1	198394.05	207128.75	247941.36	240962.64	28643.31	53056.38	159338.45	59457.47	38979.94	138414.66	92712.43	127828.3	1.96012073180324	0.531087183592192	0.970942518529004	0.274834179022117
A0A0J9YW69	NHSL2	23383.25	117430.61	121812.99	45901.79	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
M0QXN1	EMP3	2335750.25	2606850.25	2120671	2467570	3864066	4218162.5	4002647.75	4904254.5	4330666.5	3981414.5	3698543	4414783.5	1.01110240319681	0.638922593717975	0.0159291190042046	0.194551753981575
K7EPT8	GFAP	23383.25	173688.64	168224.11	45901.79	277537.84	340200.53	290090.34	261627.31	38979.94	253625.14	57829.88	220026.95	0.489504996034552	0.0671522341170638	-1.03060451040571	1.17293953402174
H7BZX2	OMA1	144246.77	30678.97	49763.07	239336.69	28643.31	53056.38	109698.33	157327.67	104393.35	195517.08	129407.4	64536.61	1.43652217499573	0.398056777126597	0.522580263326026	0.400054977589277
Q49B96	COX19	115188.46	229787.33	191752.23	126676.48	168806.66	237719.39	194618.14	207027.81	300398.84	289790.56	192990.41	228166.59	1.28958638821081	0.1466319071032	0.366908421183543	0.833771516931631
A0A7P0T963	ADGB	736319.31	1192008.38	1191971.75	1316824.38	1800544.25	1573825.25	2328386.25	1229717.25	1114314.38	1295730	1367709.5	1206738.25	0.741610617924326	0.122808403045766	-0.431266195156511	0.910771915999807
D6R908	PRIMPOL	496903.91	1426260.62	211603.42	266675.09	28643.31	53056.38	309603.94	136446.66	38979.94	58703.39	1010354.56	576579.31	3.3523615241212	0.306138493311271	1.74517774000754	0.514082059551241
C9J7B8	GRAMD1C	1810303	2502476.25	2248006.25	1796670.38	2188394	1417732.12	2784906.5	1123944.75	1459733.38	1547622	1796323.88	1273278.62	0.833957349223271	0.417522252938167	-0.261954492557359	0.379320372705637
K7ENB5	KCTD9	23383.25	30678.97	230598.11	309429.5	28643.31	178526.7	52326.1	248849.39	38979.94	242034.73	175880.33	256277.97	1.81030968651886	0.504060570668188	0.856236517743614	0.297517273224337
A0A494C109	CAMK1G	23383.25	317505.69	238473.36	249280.95	28643.31	53056.38	52326.1	59457.47	38979.94	223285.92	57829.88	269973.41	2.66757624227481	0.186441470651867	1.4155295054564	0.729457480007465
E5RHV6	ST3GAL1	23383.25	79508.3	118913.02	67742.23	28643.31	132806.86	52326.1	57456.98	104973.25	143619.44	79585.24	160425.84	2.26439894016455	0.112782328207521	1.17912815352939	0.947758944352715
P55317	FOXA1	23383.25	30678.97	58640.05	81787.91	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
O00443	PIK3C2A	55189.32	30678.97	41670.23	52587.88	28643.31	53056.38	52326.1	23744.91	38979.94	58703.39	20766.96	64536.61	1.2064226477629	0.635737817138568	0.270735417197777	0.196721953606346
H0Y9V2	UBE2B	214082.75	30678.97	123722.47	45901.79	111124.31	79961.42	135519.61	208782.28	185040.94	160627.38	57829.88	103460.78	1.07072641401418	0.863690991655962	0.0985898978597714	0.0636416100937103
D6RG30	ASTE1	23383.25	30678.97	63528.6	65106.38	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
Q9NTX7	RNF146	85078.29	69550.72	76966.05	83036.02	51622.4	73386.07	37465.71	92637.93	30581.29	39562.53	57829.88	53045.81	0.740816522272451	0.238745650296082	-0.432811819811465	0.622064532077693
P07510	CHRNG	36105.39	93718.86	147954.55	102556.22	81220.35	35226.32	105269.9	61012.64	38979.94	80082.7	57829.88	50387.73	0.760847465837567	0.45871064581607	-0.394320842652627	0.338461180588481
H3BTK2	DOK4	66192.27	44505	28145.98	37759.22	44534.92	53056.38	19574.99	45041.54	32505.49	43000.66	69416.91	27515.73	0.842924022672921	0.836447610997973	-0.246525495811127	0.0775612549012228
Q9BYZ2	LDHAL6B	1758586.12	524262.47	137934.97	75615.61	120955.46	1074115.88	91973.4	64035.66	632217.25	82545.06	204059.97	51241.22	1.34601307685581	0.748474959352474	0.42869242616174	0.12582272464218
Q86UA6	RPAIN	305796.34	276884.84	302481.91	168820.56	289788.94	347992.78	175877.38	365157.38	382853.53	220902.84	244899.02	280738.91	0.824165876061797	0.832035916314478	-0.278993363682903	0.0798579262086512
Q7Z6M2	FBXO33	66806.03	77527.78	79910.29	77649.02	88649.5	103659.38	74571.7	108491.02	94666.36	120757.18	130126.43	142396.78	1.30458671487245	0.0720402757051379	0.383592842168862	1.14242463376213
C9J6V2	RP9	23383.25	30678.97	37335.33	32196.29	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
B3KW44	METTL8	41060.98	54463.62	59946.43	90693.48	29652.74	49769.88	28458.88	61121.73	38979.94	56456.58	57829.88	75150.71	1.4389661282894	0.220878138930406	0.525032632992705	0.655847265621148
O75379	VAMP4	91969.77	85902.59	58532.55	70037.3	28643.31	53056.38	52326.1	46395.94	38979.94	58703.39	57829.88	64536.61	1.1804179694828	0.258871065576797	0.239297788171952	0.586916488624889
A0A1W2PQA1	REST	23383.25	57448.75	82355.57	45901.79	52432.62	60140.19	45572.28	35176.11	38979.94	38814.8	57829.88	41401.57	0.820178480871875	0.58185163207046	-0.285990202900726	0.235187743163974
K7EL76	KLC3	52409.68	175140.31	182305.48	180216.91	182210.33	159207.8	186449.61	232752.19	102731.25	190444.89	110884.17	226435.12	0.817363177566839	0.387455795767332	-0.290950843868297	0.411777838317409
Q9NXD2	MTMR10	23383.25	165555.7	144712.41	191228.05	175196.81	137856.81	52326.1	76340.91	38979.94	131339.52	148361.56	158683.84	1.30580792363243	0.82789640189967	0.384942700864137	0.0820240048796297
E7ET07	ING3	163328.81	311462.34	309231.97	220813.17	211673.36	53056.38	274941.25	241355.92	176100.78	225147.77	172545.42	284409.28	0.885701140553211	0.744296327139574	-0.175108118202603	0.128254124104933
A0A6Q8PFT0	LARGE1	508937.22	664276.62	1118696.75	1577616.38	673177.5	611770.88	1042239.38	726206.69	588802.81	845744.12	388464.19	943828.19	1.02512729545701	0.667546334675591	0.0358030678983149	0.175518584352085
P30989	NTSR1	114742.72	104805.12	94370.75	95121.88	103796.48	150993.61	70276.42	72153.95	154328.67	122089.04	146928.94	115193.12	1.52894187300366	0.162661687583781	0.612533559659206	0.788714726290624
Q5T1Z0	LHPP	158213.64	132230.77	184856.28	68993.22	287618.75	251331.59	131764.56	238406.88	287899.72	324437.25	305267.5	199137.75	1.21119180202446	0.279049162189066	0.276427345559558	0.554319277061356
A0A0A0MQZ2	SYNGAP1	1716101.25	777149.69	849820.31	810265.06	949655.12	1060334.5	544783.12	1200832	1625161.5	1223758.75	2111800.25	1039515.38	1.41738057831363	0.0995301774185115	0.503227185726504	1.00204522177394
K7EIX2	HEATR6	143186.55	103665.98	126766.49	104223.09	81518.38	122531.23	57092.34	122600.05	131773.08	99416.19	118568.01	90897.83	1.06829020648459	0.480782577461241	0.0953036157359503	0.318051278629151
A0A087WWI0	LRMDA	147206.67	52497.12	118534.41	70663.15	28643.31	53056.38	52326.1	59457.47	215741.42	58703.39	57829.88	64536.61	1.16945435332325	0.28336193642835	0.225835550857169	0.547658488278247
D6RDX7	EMB	189000.36	213722.05	153124.77	185539.72	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
F5H2J1	MYO3B	194754.31	311477.78	315341.94	345378.69	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
A0A0A0MQY7	CACHD1	521671.47	1471018.75	1878777	1865466.38	1345838.88	1198734.25	502395.53	1239215	403147.94	1379030.12	480630.91	1041951.38	0.624534038188039	0.448549481954403	-0.679147891529936	0.348189640569986
H3BQ57	HAGHL	232791.5	476874.59	583240.75	527257.62	355323.56	390774.34	456048.38	364704.03	135529.14	363539.81	221336.25	448286.75	0.774179755801612	0.25510944068437	-0.369259512116964	0.593273469413484
Q8IV32	CCDC71	1392515.62	1477389.38	2295453.75	2961012.75	1089260.62	1380416.62	1479400.75	1055295	2071866.75	1111177.88	1707549.5	1266701.88	1.20430772565244	0.294822605444622	0.268204077768818	0.530439220122766
B7ZAN3	CD37	695574.44	642131.31	464910.41	354086.75	1068249.12	888612.25	625042.25	968410.19	888422.5	1002468.62	809517.12	984945.19	1.00880185917409	0.762925305594026	0.0126428395999087	0.117517979681141
A0A096LNV3	RNF114	77596	273225.78	238231.39	295433.69	56455.64	178504.34	175694.48	192153.7	170439.14	181518.86	101391.71	201305.28	0.993673553175587	0.748379856182815	-0.00915612697089972	0.125877910731601
Q9NUJ7	PLCXD1	23383.25	86221.66	75832.66	45901.79	115175.4	115980.18	52326.1	59457.47	125661.84	58703.39	57829.88	64536.61	0.705709068401613	0.717152374387702	-0.502854546063967	0.144388559359984
O96007	MOCS2	23383.25	30678.97	184604.5	45901.79	28643.31	53056.38	170612.77	213262.11	38979.94	58703.39	57829.88	64536.61	0.521007345000417	0.264184207315449	-0.940624383571712	0.578093147663027
I3L112	DGKE	23383.25	124775.86	71406.13	59935.77	36745.07	58159.04	74532.26	90749.85	114847.04	49002.03	168326.41	81754.34	1.48164484031734	0.238098180097958	0.56719966591688	0.623243924109757
A0A6Q8PEX8	GDAP1	369057.38	251468.69	230552.19	223604.62	230332.7	257816	132268.3	280051.31	249585.98	248381.81	175532.23	214244.88	0.947716730578203	0.935074206967668	-0.0774721881469997	0.0291539223919122
A0A8Q3SIA6	VHL	23383.25	44690.25	54194.11	42362.51	84916.05	39592.21	52326.1	61221.21	38979.94	63243.85	57829.88	25749.57	0.852594570492247	0.350203715752329	-0.230068226952216	0.45567925025094
A8K0G1	WNT7B	197179.47	240598.88	257115.03	246951.03	28643.31	53056.38	52326.1	59457.47	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.477696279707909	0.145106863411017	0.320848140982959
A0A2R8Y4L3	CCDC82	23383.25	30678.97	18170.87	24392.92	24461.75	53056.38	52326.1	16690.14	38979.94	58703.39	57829.88	64536.61	1.51760037558025	0.154878257899829	0.601791940904527	0.810009545035335
E9PP81	TATDN3	23383.25	122109.07	98950.79	101753.8	138207.56	86431.76	162860.06	64958.27	82892.23	167218.17	41267.18	114614.92	0.879218963091591	0.750724314711104	-0.185705592058856	0.124519517830359
I3L100	NEURL4	23383.25	32869.98	21357.96	55836.72	38846.05	45064.14	63653.09	51614.09	38979.94	36528.54	53583.04	66048.4	0.957433540105151	0.911501828530969	-0.0627557485165292	0.0402424557856221
Q8TAA9	VANGL1	23383.25	30678.97	18384.34	17558.39	28643.31	53056.38	52326.1	59457.47	13196.34	58703.39	25242.89	18677.27	0.416769087233476	0.171670743626334	-1.26267982146692	0.76530371161986
Q8NE18	NSUN7	245377.75	288260.72	237897.44	263381.66	168168.98	134523.22	240764.83	182806.3	159088.7	192278.34	132637.53	161474.89	0.913350906080907	0.46350205126574	-0.130758850011385	0.333948339509947
A0A2R8Y4E9	CTRB1	144451.66	309152.81	396668.19	326044.5	469229.47	376896.28	428626.62	477526.88	235134.05	461863.5	213441.66	670780.19	0.776290942126371	0.7215514092878	-0.365330640803796	0.141732720738721
I3L2Y3	RNF167	138723.33	155863.58	169122.75	151919.58	202863.3	226708.55	229366.44	233382.73	278705.28	341244	310255.19	311821.75	1.36397950696661	0.00240151955272329	0.44782196883441	2.61951387306613
A0A087X169	PHF19	23383.25	30678.97	130135.68	45901.79	28643.31	219417.12	161563.91	182991.33	38979.94	58703.39	268636.53	64536.61	0.357678495906781	0.575630274929888	-1.48326471063648	0.239856372676324
P53803	POLR2K	1128789.38	1168696.62	1531355.88	2072770.75	1972865	1245934.25	1599191.88	1409099.88	1784027.62	1913238.62	2029972.62	1951792.25	1.28479255948233	0.0987735836429916	0.361535443026218	1.00535918913772
P18510	IL1RN	23383.25	199758.52	158930.41	45901.79	28643.31	211789	52326.1	111294.98	131574.16	103800.15	223199.64	120683.48	1.54171846317113	0.409161812728806	0.62453933537579	0.388104905983961
Q53RT3	ASPRV1	23383.25	30678.97	49763.07	45901.79	28643.31	323023.47	52326.1	59457.47	340827.78	58703.39	2353989.5	64536.61	3.62633247444146	0.366830452817751	1.85851120231286	0.435534618089998
A0A0A0MTA5	IGHJ3	91906.45	30678.97	107770.37	45901.79	128758.59	53056.38	52326.1	59457.47	38979.94	118634.16	112104.31	115426.07	2.02224330604632	0.423324716495265	1.01595658542557	0.373326373803024
A8MXB7	SNX24	23383.25	30678.97	49763.07	43111.88	62608.21	22192.9	52326.1	68582.19	37703.61	73760.41	75804.06	17918.51	0.96980631806116	0.994308094028814	-0.0442314423020029	0.00247902525615644
B1AL69	CDC37L1	128682.91	128122.82	102407.72	153389.02	118013.79	154189.97	130295.59	116057.57	187393.17	142876.36	159268.66	150887.53	1.24907158158906	0.0589772386349228	0.320856157045473	1.22931556534967
O95147	DUSP14	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	205157.53	59457.47	38979.94	58703.39	782412.25	64536.61	1.09533181914938	0.47647983367185	0.131367985190206	0.321955475530105
A0A3B3IRM1	CHRNE	100907.08	126753.62	109484.39	133431.06	280741.28	203728.14	122581.35	166550.91	112812.28	198759.08	129509	217900.64	0.886542406328416	0.524278688841993	-0.173738453118755	0.280437795359766
B1ALM5	TMEM9	167960.69	209583.36	204538.11	261572.7	272797.94	285458.16	385863.53	365897.06	262207.41	245683.89	255661.02	346156.41	0.795062991895574	0.222148061014127	-0.330858926949257	0.653357473080504
A0A8I5KZ44	FAM86B2	89603.37	183184.86	49763.07	110610.3	171333.81	117175.95	141493.67	192826.97	205661.67	162788.44	197509.95	186904.86	1.228839646696	0.151895162960894	0.297296668346992	0.818456055846496
A0A590UK20	ANKRD30B	23383.25	1438993.62	49763.07	1589822.38	1285705	53056.38	52326.1	59457.47	38979.94	58703.39	939373.19	64536.61	1.09533181914938	0.826375223176131	0.131367985190206	0.0828227125426426
A0A8V8TNS9	TBC1D1	142071.25	165322.98	186093.64	218853.94	141797.47	223858.41	182315.95	302129.81	164527.33	215242.8	230495.52	253176.97	1.09740634539315	0.935511720386794	0.134097822856597	0.0289507671512242
A0A088AWP5	PRUNE2	15112238	8577858	12801070	16625524	14130045	7265713	11813599	12978110	14918625	13821293	11209003	13131102	1.08715357218819	0.360382776487418	0.120555751022866	0.443235973118101
A0A096LP69	CD99	23383.25	30678.97	49763.07	45901.79	95626.75	97063.31	67011.72	103068.95	138368.78	81838.04	104171.77	119489.68	1.16073164334476	0.216142041317783	0.2150344652553	0.665260751226349
M0QXH1	RABAC1	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	52326.1	59457.47	182676.78	58703.39	182585.81	64536.61	2.34500478637436	0.123680620758942	1.22959086741933	0.907698343675536
H7BYS2		23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	52326.1	103824.62	38979.94	58703.39	548139.12	64536.61	1.16945435332325	0.411183236761567	0.225835550857169	0.385964599096313
F8WBF5	CLK1	23383.25	30678.97	257363.33	45901.79	394561.47	229842.12	387287.38	59457.47	201721.34	201549.83	57829.88	206483.02	0.653462798326769	0.308221767772992	-0.613822989237259	0.511136693035312
Q14207	NPAT	23383.25	30678.97	28873.17	45901.79	28643.31	63567.78	80050.65	15618.84	38979.94	34731.25	57829.88	51968.16	0.986303274367541	0.948746793593634	-0.0198967716597794	0.0228496788455485
P00167	CYB5A	23383.25	30678.97	119166.66	103287.06	151775.81	290600.84	141258.12	152850.34	320573.41	175006.62	382489.81	160909.28	1.62684664464952	0.296508424243365	0.702078261194101	0.527962963175152
Q8N488	RYBP	89949.82	142725.28	98794.78	96587.72	28643.31	62178.93	55728.97	88511.34	102445.92	58703.39	85328.82	64536.61	1.27103807293659	0.278057484464732	0.346007245774928	0.555865410538578
Q9H0I9	TKTL2	23383.25	407065	49763.07	387381.59	28643.31	53056.38	359248.62	423914.97	38979.94	507834.69	57829.88	320602.62	0.917846012054183	0.924107022279564	-0.123675963340382	0.0342777295440299
H0YEA7	GNPTG	66545.91	73524.1	49763.07	72335.6	108158.8	58183.13	54413.56	158526.78	71896.98	137495.33	86267.46	146745.69	1.34519775020045	0.627242943390599	0.427818271118544	0.20256421588623
Q8IZM8	ZNF654	23383.25	25138.88	43293.24	34310.82	28643.31	25500.82	26700.48	55376.76	24504.21	38262.93	16765.31	26452.43	0.920729136909489	0.409642215081096	-0.119151292871746	0.387595294141453
Q9H840	GEMIN7	33596.56	51193.92	54125.75	38951.88	34274.35	64800.87	73768.71	42028.45	38979.94	43188.85	48732.86	59577.52	0.860453946538272	0.584200552595004	-0.21683011689133	0.233438036563347
Q5SR56	MFSD14B	23383.25	156672.75	373858.22	410772.91	28643.31	355541.62	276386.59	426569	38979.94	214180.84	138412.05	405871.16	0.557963522470377	0.556762580124393	-0.84175728765601	0.2543299612416
Q02086	SP2	23383.25	30678.97	49763.07	45901.79	28643.31	62225.3	52326.1	54547.1	80856.24	79002.78	68038.62	64536.61	1.37584913710827	0.0383194835951178	0.460322286117041	1.41658035223707
B5MBX8	TMEM18	292166.62	319288.88	392669.31	458813.66	28643.31	289914.75	52326.1	304502.66	280628.97	307553.75	330524.19	244098	1.71862219252903	0.199892084109897	0.781252429707657	0.699204403958224
O95977	S1PR4	23383.25	30678.97	49763.07	45901.79	104065.27	132657.86	71866.06	229154.5	181302.58	283103.72	292139.59	409127.75	2.43002578581992	0.037787749590215	1.28097162283399	1.42264897126513
P51828	ADCY7	76641.11	30678.97	40750.86	45901.79	135771.81	53056.38	61494.86	71697.55	38979.94	62198.64	57829.88	64536.61	0.901166365260603	0.286885954784218	-0.150134626828086	0.542290713200579
A0A1W2PRS4	JAML	23383.25	30678.97	49763.07	45901.79	82239.04	25820.51	28726.41	97596.46	38979.94	58703.39	57829.88	64536.61	1.0501761584349	0.862023728186911	0.0706313484476417	0.0644807795594973
I3L1X2	ABI3	23383.25	30678.97	49763.07	45901.79	28643.31	148479.28	127542.52	51887.02	38979.94	58703.39	57829.88	64536.61	0.649465355593065	0.325310362795297	-0.622675524791007	0.487702102002094
P02753	RBP4	23383.25	30678.97	49763.07	45901.79	28643.31	53056.38	52326.1	67617.66	38979.94	58703.39	57829.88	64536.61	1.10581256011436	0.656942300967026	0.145106863411017	0.182472772711199
O75325	LRRN2	23383.25	30678.97	36992.92	149164.34	28643.31	37832.28	52326.1	211084.02	124284.55	58703.39	86202.02	359608.06	2.33463123450089	0.399332026904953	1.22319468776287	0.398665857473293
F8WEA4	KCNQ5	23383.25	30678.97	49763.07	45901.79	28643.31	61301.42	52986.95	67239.97	38979.94	44223.93	57829.88	30746.1	0.728016945206236	0.388624990256746	-0.457956064133045	0.41046927583699
