A	B	nOverlap
transport vesicle	transport vesicle membrane	7
transport vesicle	Golgi apparatus subcompartment	5
transport vesicle	trans-Golgi network	3
transport vesicle	growth factor activity	2
transport vesicle	enzyme inhibitor activity	2
transport vesicle	peptidase regulator activity	2
transport vesicle	endopeptidase regulator activity	2
transport vesicle	ion channel activity	2
transport vesicle	lipid binding	4
transport vesicle	death receptor binding	2
transport vesicle	cytokine receptor binding	2
transport vesicle	endopeptidase inhibitor activity	2
transport vesicle	channel activity	2
transport vesicle	passive transmembrane transporter activity	2
transport vesicle	peptidase inhibitor activity	2
T-tubule	axon	2
T-tubule	sarcoplasmic reticulum	2
T-tubule	dendrite	3
T-tubule	sarcolemma	4
T-tubule	dendritic tree	3
T-tubule	sarcoplasm	2
T-tubule	main axon	2
T-tubule	Z disc	3
T-tubule	lipid binding	2
T-tubule	phospholipid binding	2
presynapse	synaptic vesicle	8
presynapse	axon	6
presynapse	dendrite	6
presynapse	exocytic vesicle	8
presynapse	dendritic tree	6
presynapse	main axon	2
presynapse	ion channel complex	2
presynapse	neuronal cell body	3
presynapse	early endosome	4
presynapse	transport vesicle membrane	4
presynapse	early endosome membrane	3
presynapse	Golgi apparatus subcompartment	2
presynapse	cell body	3
presynapse	postsynaptic membrane	4
presynapse	integral component of presynaptic membrane	3
presynapse	growth factor activity	2
presynapse	enzyme inhibitor activity	2
presynapse	peptidase regulator activity	2
presynapse	endopeptidase regulator activity	2
presynapse	gated channel activity	3
presynapse	ion channel activity	4
presynapse	voltage-gated ion channel activity	2
presynapse	voltage-gated channel activity	2
presynapse	cation channel activity	2
presynapse	lipid binding	7
presynapse	phospholipid binding	3
presynapse	death receptor binding	2
presynapse	cytokine receptor binding	2
presynapse	endopeptidase inhibitor activity	2
presynapse	channel activity	4
presynapse	passive transmembrane transporter activity	4
presynapse	peptidase inhibitor activity	2
organellar small ribosomal subunit	mitochondrial small ribosomal subunit	4
organellar small ribosomal subunit	mitochondrial protein-containing complex	4
organellar small ribosomal subunit	ribosome	4
organellar small ribosomal subunit	ribosomal subunit	4
organellar small ribosomal subunit	mitochondrial envelope	4
organellar small ribosomal subunit	mitochondrial membrane	4
organellar small ribosomal subunit	mitochondrial inner membrane	4
organellar small ribosomal subunit	mitochondrial matrix	4
organellar small ribosomal subunit	small ribosomal subunit	4
organellar small ribosomal subunit	organelle inner membrane	4
organellar small ribosomal subunit	structural constituent of ribosome	2
mitochondrial small ribosomal subunit	mitochondrial protein-containing complex	4
mitochondrial small ribosomal subunit	ribosome	4
mitochondrial small ribosomal subunit	ribosomal subunit	4
mitochondrial small ribosomal subunit	mitochondrial envelope	4
mitochondrial small ribosomal subunit	mitochondrial membrane	4
mitochondrial small ribosomal subunit	mitochondrial inner membrane	4
mitochondrial small ribosomal subunit	mitochondrial matrix	4
mitochondrial small ribosomal subunit	small ribosomal subunit	4
mitochondrial small ribosomal subunit	organelle inner membrane	4
mitochondrial small ribosomal subunit	structural constituent of ribosome	2
mitochondrial protein-containing complex	ribosome	8
mitochondrial protein-containing complex	ribosomal subunit	8
mitochondrial protein-containing complex	mitochondrial envelope	12
mitochondrial protein-containing complex	mitochondrial membrane	12
mitochondrial protein-containing complex	SAM complex	2
mitochondrial protein-containing complex	MIB complex	2
mitochondrial protein-containing complex	mitochondrial inner membrane	12
mitochondrial protein-containing complex	mitochondrial matrix	9
mitochondrial protein-containing complex	small ribosomal subunit	4
mitochondrial protein-containing complex	organelle inner membrane	12
mitochondrial protein-containing complex	organellar large ribosomal subunit	4
mitochondrial protein-containing complex	mitochondrial large ribosomal subunit	4
mitochondrial protein-containing complex	mitochondrial outer membrane translocase complex	2
mitochondrial protein-containing complex	outer mitochondrial membrane protein complex	2
mitochondrial protein-containing complex	structural constituent of ribosome	5
ribosome	ribosomal subunit	10
ribosome	mitochondrial envelope	8
ribosome	mitochondrial membrane	8
ribosome	mitochondrial inner membrane	8
ribosome	mitochondrial matrix	8
ribosome	polysomal ribosome	3
ribosome	small ribosomal subunit	5
ribosome	organelle inner membrane	8
ribosome	organellar large ribosomal subunit	4
ribosome	mitochondrial large ribosomal subunit	4
ribosome	structural constituent of ribosome	7
synaptic vesicle	axon	3
synaptic vesicle	dendrite	4
synaptic vesicle	exocytic vesicle	8
synaptic vesicle	dendritic tree	4
synaptic vesicle	early endosome	2
synaptic vesicle	transport vesicle membrane	3
synaptic vesicle	Golgi apparatus subcompartment	2
synaptic vesicle	growth factor activity	2
synaptic vesicle	enzyme inhibitor activity	2
synaptic vesicle	peptidase regulator activity	2
synaptic vesicle	endopeptidase regulator activity	2
synaptic vesicle	ion channel activity	2
synaptic vesicle	lipid binding	4
synaptic vesicle	death receptor binding	2
synaptic vesicle	cytokine receptor binding	2
synaptic vesicle	endopeptidase inhibitor activity	2
synaptic vesicle	channel activity	2
synaptic vesicle	passive transmembrane transporter activity	2
synaptic vesicle	peptidase inhibitor activity	2
ribosomal subunit	mitochondrial envelope	8
ribosomal subunit	mitochondrial membrane	8
ribosomal subunit	mitochondrial inner membrane	8
ribosomal subunit	mitochondrial matrix	8
ribosomal subunit	polysomal ribosome	2
ribosomal subunit	small ribosomal subunit	5
ribosomal subunit	organelle inner membrane	8
ribosomal subunit	organellar large ribosomal subunit	4
ribosomal subunit	mitochondrial large ribosomal subunit	4
ribosomal subunit	structural constituent of ribosome	7
axon	dendrite	10
axon	exocytic vesicle	3
axon	sarcolemma	2
axon	dendritic tree	10
axon	main axon	3
axon	microtubule	5
axon	neuronal cell body	6
axon	early endosome	2
axon	transport vesicle membrane	2
axon	early endosome membrane	2
axon	cell body	6
axon	postsynaptic membrane	2
axon	axon cytoplasm	3
axon	microtubule associated complex	4
axon	Z disc	2
axon	growth factor activity	2
axon	structural constituent of cytoskeleton	2
axon	enzyme inhibitor activity	2
axon	peptidase regulator activity	2
axon	endopeptidase regulator activity	2
