A	B	nOverlap
positive regulation of MAP kinase activity	chordate embryonic development	2
positive regulation of MAP kinase activity	cellular chemical homeostasis	2
positive regulation of MAP kinase activity	positive regulation of interleukin-2 production	2
positive regulation of MAP kinase activity	regulation of membrane potential	2
positive regulation of MAP kinase activity	membrane raft	3
positive regulation of MAP kinase activity	membrane microdomain	3
positive regulation of MAP kinase activity	receptor complex	2
positive regulation of MAP kinase activity	cell cortex	3
positive regulation of MAP kinase activity	neuronal cell body	2
positive regulation of MAP kinase activity	side of membrane	2
positive regulation of MAP kinase activity	ion channel activity	2
positive regulation of MAP kinase activity	channel activity	2
positive regulation of MAP kinase activity	passive transmembrane transporter activity	2
positive regulation of MAP kinase activity	cation channel activity	2
positive regulation of MAP kinase activity	phosphotransferase activity, alcohol group as acceptor	2
positive regulation of MAP kinase activity	protein kinase activity	2
positive regulation of MAP kinase activity	ion transmembrane transporter activity	2
positive regulation of MAP kinase activity	ubiquitin protein ligase binding	2
positive regulation of MAP kinase activity	protein serine/threonine kinase activity	2
positive regulation of MAP kinase activity	transmembrane transporter activity	2
positive regulation of MAP kinase activity	inorganic molecular entity transmembrane transporter activity	2
excitatory postsynaptic potential	negative regulation of neuron death	2
excitatory postsynaptic potential	regulation of membrane potential	6
excitatory postsynaptic potential	neuron projection membrane	3
excitatory postsynaptic potential	dendrite membrane	3
excitatory postsynaptic potential	GABA-A receptor complex	3
excitatory postsynaptic potential	GABA receptor complex	3
excitatory postsynaptic potential	cell projection membrane	3
excitatory postsynaptic potential	receptor complex	5
excitatory postsynaptic potential	ion channel complex	5
excitatory postsynaptic potential	integral component of synaptic membrane	2
excitatory postsynaptic potential	intrinsic component of synaptic membrane	2
excitatory postsynaptic potential	leading edge membrane	3
excitatory postsynaptic potential	benzodiazepine receptor activity	3
excitatory postsynaptic potential	GABA-gated chloride ion channel activity	3
excitatory postsynaptic potential	inhibitory extracellular ligand-gated ion channel activity	3
excitatory postsynaptic potential	ligand-gated anion channel activity	3
excitatory postsynaptic potential	ion channel activity	5
excitatory postsynaptic potential	channel activity	5
excitatory postsynaptic potential	passive transmembrane transporter activity	5
excitatory postsynaptic potential	cation channel activity	2
excitatory postsynaptic potential	GABA-A receptor activity	3
excitatory postsynaptic potential	transmitter-gated ion channel activity	5
excitatory postsynaptic potential	transmitter-gated channel activity	5
excitatory postsynaptic potential	GABA receptor activity	3
excitatory postsynaptic potential	extracellular ligand-gated ion channel activity	5
excitatory postsynaptic potential	ligand-gated ion channel activity	5
excitatory postsynaptic potential	ligand-gated channel activity	5
excitatory postsynaptic potential	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	4
excitatory postsynaptic potential	excitatory extracellular ligand-gated ion channel activity	4
excitatory postsynaptic potential	ion transmembrane transporter activity	5
excitatory postsynaptic potential	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	4
excitatory postsynaptic potential	gated channel activity	5
excitatory postsynaptic potential	transmembrane transporter activity	5
excitatory postsynaptic potential	inorganic molecular entity transmembrane transporter activity	5
regulation of hormone metabolic process	regulation of hormone levels	3
lung alveolus development	receptor complex	2
negative regulation of coagulation	hemostasis	3
negative regulation of coagulation	negative regulation of cell-cell adhesion	2
negative regulation of NF-kappaB transcription factor activity	negative regulation of response to cytokine stimulus	3
negative regulation of NF-kappaB transcription factor activity	ubiquitin protein ligase binding	2
regulation of hormone levels	cell part morphogenesis	2
regulation of hormone levels	chordate embryonic development	2
regulation of hormone levels	cellular chemical homeostasis	5
regulation of hormone levels	regulation of membrane potential	2
regulation of hormone levels	gastrulation	2
regulation of hormone levels	memory	2
regulation of hormone levels	spermatogenesis	3
regulation of hormone levels	membrane raft	2
regulation of hormone levels	membrane microdomain	2
regulation of hormone levels	neuronal cell body	2
regulation of hormone levels	ion channel activity	2
regulation of hormone levels	channel activity	3
regulation of hormone levels	passive transmembrane transporter activity	3
regulation of hormone levels	cation channel activity	2
regulation of hormone levels	voltage-gated cation channel activity	2
regulation of hormone levels	ion transmembrane transporter activity	3
regulation of hormone levels	gated channel activity	2
regulation of hormone levels	monocarboxylic acid binding	3
regulation of hormone levels	transmembrane transporter activity	4
regulation of hormone levels	DNA-binding transcription activator activity, RNA polymerase II-specific	4
regulation of hormone levels	metal ion transmembrane transporter activity	2
regulation of hormone levels	inorganic molecular entity transmembrane transporter activity	2
somitogenesis	cell part morphogenesis	2
somitogenesis	chordate embryonic development	4
somitogenesis	cellular chemical homeostasis	2
somitogenesis	gastrulation	2
somitogenesis	DNA-binding transcription activator activity, RNA polymerase II-specific	2
negative regulation of response to cytokine stimulus	ubiquitin protein ligase binding	2
exocytic process	cellular chemical homeostasis	2
exocytic process	neuronal cell body	2
exocytic process	SNARE binding	3
exocytic process	transmembrane transporter activity	2
cell part morphogenesis	calcium ion transport	2
cell part morphogenesis	establishment of cell polarity	2
cell part morphogenesis	negative regulation of neuron death	2
cell part morphogenesis	chordate embryonic development	7
cell part morphogenesis	cellular chemical homeostasis	2
cell part morphogenesis	lamellipodium morphogenesis	2
cell part morphogenesis	gastrulation	3
cell part morphogenesis	negative regulation of cell-cell adhesion	2
cell part morphogenesis	spermatogenesis	2
cell part morphogenesis	membrane raft	3
cell part morphogenesis	membrane microdomain	3
cell part morphogenesis	actin cytoskeleton	2
cell part morphogenesis	lateral plasma membrane	2
cell part morphogenesis	cell projection membrane	2
cell part morphogenesis	receptor complex	2
cell part morphogenesis	cell cortex	4
cell part morphogenesis	plasma membrane raft	2
cell part morphogenesis	integral component of synaptic membrane	2
cell part morphogenesis	myofibril	3
cell part morphogenesis	contractile fiber	3
cell part morphogenesis	intrinsic component of synaptic membrane	2
cell part morphogenesis	neuronal cell body	5
