ID,NAME,EQUATION,GENE ASSOCIATION,SUBSYSTEM
MAR08701,Exchange of Glycylglycine,Glycyl-Glycine[e] <=>,NA,Exchange/demand reactions
MAR08705,Exchange of Glycylsarcosine,Glycylsarcosine[e] <=>,NA,Exchange/demand reactions
MAR08707,Exchange of Guar Gums,Gums[e] <=>,NA,Exchange/demand reactions
MAR08708,Exchange of Guar Gum-Deoxyxholic Acid Complex,Guar Gum-Deoxyxholic Acid Complex[e] <=>,NA,Exchange/demand reactions
MAR08832,Exchange of Guar Gum-Glycocholate Complex,Guar Gum-Glycocholate Complex[e] <=>,NA,Exchange/demand reactions
MAR08916,Exchange of Guar Gum-Taurocholic Acid Complex,Guar Gum-Taurocholic Acid Complex[e] <=>,NA,Exchange/demand reactions
MAR08948,Exchange of Leucylglycine,Leucyl-Glycine[e] <=>,NA,Exchange/demand reactions
MAR08949,Exchange of Leucylleucine,Leucylleucine[e] <=>,NA,Exchange/demand reactions
MAR08950,Exchange of Pectins,Pectin[e] <=>,NA,Exchange/demand reactions
MAR08951,Exchange of Pectin-Deoxycholic Acid Complex,Pectin-Deoxycholic Acid Complex[e] <=>,NA,Exchange/demand reactions
MAR08952,Exchange of Pectin-Glycocholate Complex,Pectin-Glycocholate Complex[e] <=>,NA,Exchange/demand reactions
MAR08953,Exchange of Pectin-Taurocholic Acid Complex,Pectin-Taurocholic Acid Complex[e] <=>,NA,Exchange/demand reactions
MAR08954,Exchange of Psyllium,Psyllium[e] <=>,NA,Exchange/demand reactions
MAR08955,Exchange of Psyllium-Glycocholic Acid Complex,Psillium-Glycocholic Acid Complex[e] <=>,NA,Exchange/demand reactions
MAR08956,Exchange of Psyllium-Taurocholic Acid Complex,Psyllium-Taurocholic Acid Complex[e] <=>,NA,Exchange/demand reactions
MAR08957,Exchange of Psyllium-Taurodeoxycholic Acid Complex,Psyllium-Taurodeoxycholic Acid Complex[e] <=>,NA,Exchange/demand reactions
MAR08958,Exchange of Sulfocysteine,S-Sulfo-L-Cysteine[e] <=>,NA,Exchange/demand reactions
MAR08959,Exchange of Taurodeoxycholic Acid,taurodeoxycholate[e] <=>,NA,Exchange/demand reactions
MAR08960,Exchange of Cysteaminium,cysteamine[e] <=>,NA,Exchange/demand reactions
MAR08961,Exchange of Dephospho Coenzyme A,dephospho-CoA[e] <=>,NA,Exchange/demand reactions
MAR08962,Exchange of FMN,FMN[e] <=>,NA,Exchange/demand reactions
MAR08963,Exchange of Hypotaurine,hypotaurine[e] <=>,NA,Exchange/demand reactions
MAR08964,Exchange of Pantetheine 4-Phosphate,phosphopantetheine[e] <=>,NA,Exchange/demand reactions
MAR08965,Exchange of Pantetheine,pantetheine[e] <=>,NA,Exchange/demand reactions
MAR08966,Exchange of Ubiquinone,ubiquinone[e] <=>,NA,Exchange/demand reactions
MAR08967,Exchange of Ubiquinol,ubiquinol[e] <=>,NA,Exchange/demand reactions
MAR08968,FAD Diphosphatase,FAD[e] + H2O[e] => AMP[e] + 2 H+[e] + FMN[e],ENSG00000197594,Vitamin B2 metabolism
MAR08969,"Acid Phosphatase (FMN), Extracellular",H2O[e] + FMN[e] => Pi[e] + riboflavin[e],ENSG00000143727 or ENSG00000163295,Transport reactions
MAR08970,Transport of Farnesyl Diphosphate into the Endoplasmic Reticulum,farnesyl-PP[c] <=> farnesyl-PP[r],NA,Transport reactions
MAR08971,Glucose 6-Phosphate Dehydrogenase,"3 glucose-6-phosphate[c] + 3 NADP+[c] => 3 glucono-1,5-lactone-6-phosphate[c] + 3 H+[c] + 3 NADPH[c]",ENSG00000160211,Pentose phosphate pathway
MAR08972,Glutamate Intake by System Asct-1 Transporter,glutamate[e] + Na+[e] + proline[c] => glutamate[c] + Na+[c] + proline[e],ENSG00000115902,Transport reactions
MAR08973,Phosphogluconate Dehydrogenase,3 6-phospho-D-gluconate[c] + 3 NADP+[c] => 3 CO2[c] + 3 NADPH[c] + 3 ribulose-5-phosphate[c],ENSG00000142657,Pentose phosphate pathway
MAR08974,"Hypotaurine Oxidase, Extracellular",O2[e] + 2 hypotaurine[e] => 2 taurine[e],NA,Cysteine and methionine metabolism
MAR08975,Insosine Kinase,ATP[c] + inosine[c] => ADP[c] + H+[c] + IMP[c],NA,Purine metabolism
MAR08976,K Transport,H+[c] + K+[e] <=> H+[e] + K+[c],NA,Transport reactions
MAR08977,Lactate Transport,L-lactate[x] => L-lactate[c],NA,Transport reactions
MAR08978,Lysosomal Acid Phosphorylase (CoA),H2O[e] + CoA[e] => Pi[e] + dephospho-CoA[e],NA,CoA catabolism
MAR08979,Hydrolysis of Leucylglycine,H2O[c] + Leucyl-Glycine[c] <=> glycine[c] + leucine[c],NA,Transport reactions
MAR08980,Transport Reaction for Malate,malate[x] <=> malate[c],NA,Transport reactions
MAR08981,"Malate Dehydrogenase, Peroxisomal",NAD+[x] + malate[x] <=> H+[x] + NADH[x] + OAA[x],NA,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
MAR08982,Transport of NAD into Mitochondria,NAD+[c] <=> NAD+[m],NA,Transport reactions
MAR08983,Uptake of Octadecanoate (N-C18:0),ATP[c] + CoA[c] + stearate[e] => AMP[c] + PPi[c] + stearoyl-CoA[c],NA,Transport reactions
MAR08984,"Phosphatase, Extracellular",H2O[e] + phosphopantetheine[e] => Pi[e] + pantetheine[e],NA,CoA synthesis
MAR08985,6-Phosphogluconolactonase,"3 glucono-1,5-lactone-6-phosphate[c] + 3 H2O[c] => 3 6-phospho-D-gluconate[c] + 3 H+[c]",ENSG00000130313,Pentose phosphate pathway
MAR08986,(R)-Pantetheine Amidohydrolase,H2O[e] + pantetheine[e] => pantothenate[e] + cysteamine[e],NA,Transport reactions
MAR08987,"Diphopshate Transporter, Mitochondrial",PPi[c] <=> PPi[m],NA,Transport reactions
MAR08988,"D-Proline Transport, Extracellular",D-proline[c] <=> D-proline[e],NA,Transport reactions
MAR08989,Diffusion of Putriscine into the Endothelial Cells,putrescine[e] <=> putrescine[c],NA,Transport reactions
MAR08990,"Phosphopantetheine Adenylyltransferase, Extracellular",ATP[e] + H+[e] + phosphopantetheine[e] <=> PPi[e] + dephospho-CoA[e],NA,Transport reactions
MAR08991,Transport of Ubiquinol into Lymph,ubiquinol[c] <=> ubiquinol[e],NA,Transport reactions
MAR08992,Ribulose 5-Phosphate 3-Epimerase,2 ribulose-5-phosphate[c] <=> 2 D-xylulose-5-phosphate[c],ENSG00000197713,Pentose phosphate pathway
MAR08993,Formation of Sulfocysteine,cysteine[c] + H+[c] + sulfite[c] <=> S-Sulfo-L-Cysteine[c],NA,Cysteine and methionine metabolism
MAR08994,Secretion of Sulfocysteine into Extracellular Space,S-Sulfo-L-Cysteine[c] <=> S-Sulfo-L-Cysteine[e],NA,Transport reactions
MAR08995,Secretion of Taurine,taurine[c] => taurine[e],NA,Transport reactions
MAR08996,Uptake of Hexadecanoate,ATP[c] + CoA[c] + myristic acid[e] => AMP[c] + myristoyl-CoA[c] + PPi[c],NA,Transport reactions
MAR08997,Transport of Ubiquinol into Cytosol,ubiquinol[m] <=> ubiquinol[c],NA,Transport reactions
MAR08998,Transport of Ubiquinone into Mitochondria,ubiquinone[c] <=> ubiquinone[m],NA,Transport reactions
MAR08999,Transport of 3- (4-Hydroxyphenyl)Pyruvate,4-hydroxyphenylpyruvate[e] <=> 4-hydroxyphenylpyruvate[c],NA,Transport reactions
MAR09000,Transport of 3-Methyl-2-Oxobutanoate,3-methyl-2-oxobutyrate[e] <=> 3-methyl-2-oxobutyrate[c],NA,Transport reactions
MAR09001,Transport of 3-Methyl-2-Oxopentanoate,2-oxo-3-methylvalerate[e] <=> 2-oxo-3-methylvalerate[c],NA,Transport reactions
MAR09002,Transport of Trans-4-Hydroxy-L-Proline,trans-4-hydroxy-L-proline[e] <=> trans-4-hydroxy-L-proline[m],NA,Transport reactions
MAR09003,Transport of 4-Methyl-2-Oxopentanoate,4-methyl-2-oxopentanoate[e] <=> 4-methyl-2-oxopentanoate[c],NA,Transport reactions
MAR09004,Transport of 5-S-Methyl-5-Thioadenosine,5-methylthioadenosine[e] <=> 5-methylthioadenosine[c],NA,Transport reactions
MAR09005,Transport of 5-Oxoprolinate,2 Na+[e] + 5-oxoproline[e] <=> 5-oxoproline[c] + 2 Na+[c],NA,Transport reactions
MAR09006,Transport of S-Adenosyl-L-Homocysteine,SAH[e] <=> SAH[c],NA,Transport reactions
MAR09007,Transport of 5-Amino-1- (5-Phospho-D-Ribosyl)Imidazole-4-Carboxamide,AICAR[e] <=> AICAR[c],NA,Transport reactions
MAR09008,Transport of Anthranilate,anthranilate[e] <=> anthranilate[c],NA,Transport reactions
MAR09009,Transport of N-Carbamoyl-L-Aspartate,N-carbamoyl-L-aspartate[e] <=> N-carbamoyl-L-aspartate[c],NA,Transport reactions
MAR09010,Exchange of 3- (4-Hydroxyphenyl)Pyruvate,4-hydroxyphenylpyruvate[e] <=>,NA,Exchange/demand reactions
MAR09011,Exchange of 3-Methyl-2-Oxobutanoate,3-methyl-2-oxobutyrate[e] <=>,NA,Exchange/demand reactions
MAR09012,Exchange of 3-Methyl-2-Oxopentanoate,2-oxo-3-methylvalerate[e] <=>,NA,Exchange/demand reactions
MAR09013,Exchange of 4-Methyl-2-Oxopentanoate,4-methyl-2-oxopentanoate[e] <=>,NA,Exchange/demand reactions
MAR09021,Exchange of 5-S-Methyl-5-Thioadenosine,5-methylthioadenosine[e] <=>,NA,Exchange/demand reactions
MAR09025,Exchange of 5-Oxoprolinate,5-oxoproline[e] <=>,NA,Exchange/demand reactions
MAR09026,Exchange of S-Adenosyl-L-Homocysteine,SAH[e] <=>,NA,Exchange/demand reactions
MAR09027,Exchange of 5-Amino-1- (5-Phospho-D-Ribosyl)Imidazole-4-Carboxamide,AICAR[e] <=>,NA,Exchange/demand reactions
MAR09028,Exchange of Anthranilate,anthranilate[e] <=>,NA,Exchange/demand reactions
MAR09029,Exchange of N-Carbamoyl-L-Aspartate,N-carbamoyl-L-aspartate[e] <=>,NA,Exchange/demand reactions
MAR09030,Transport of L-Malate,malate[e] <=> malate[c],NA,Transport reactions
MAR09031,Orotate-Glutamate Antiport,glutamate[c] + orotate[e] <=> glutamate[e] + orotate[c],ENSG00000137204,Transport reactions
MAR09057,Transport of (R)-Pantothenate,pantothenate[e] <=> pantothenate[c],NA,Transport reactions
MAR09059,Transport of 5-Hydroxyindoleacetate,sulfate[c] + 5-hydroxyindoleacetate[e] <=> 5-hydroxyindoleacetate[c] + sulfate[e],ENSG00000004939,Transport reactions
MAR09060,Transport of Glyceraldehyde,Na+[e] + glyceraldehyde[e] <=> glyceraldehyde[c] + Na+[c],NA,Transport reactions
MAR09112,Transport of Phosphoenolpyruvate,HCO3-[e] + PEP[c] <=> HCO3-[c] + PEP[e],NA,Transport reactions
MAR09170,Transport of Guanidinoacetic Acid,chloride[e] + 2 Na+[e] + guanidinoacetate[e] => chloride[c] + guanidinoacetate[c] + 2 Na+[c],NA,Transport reactions
MAR09186,Transport of Guanidinoacetic Acid,guanidinoacetate[e] <=> guanidinoacetate[c],NA,Transport reactions
MAR09274,Transport of L-Kynurenine,kynurenine[e] <=> kynurenine[c],ENSG00000149150 or ENSG00000167703,Transport reactions
MAR09402,Transport of L-Kynurenine,phenylalanine[c] + kynurenine[e] <=> kynurenine[c] + phenylalanine[e],ENSG00000092068,Transport reactions
MAR09403,Transport of L-Kynurenine,leucine[c] + kynurenine[e] <=> kynurenine[c] + leucine[e],ENSG00000149150,Transport reactions
MAR09459,Transport of 3-Ureidopropionate,chloride[e] + 2 Na+[e] + 3-ureidopropionate[e] <=> 3-ureidopropionate[c] + chloride[c] + 2 Na+[c],NA,Transport reactions
MAR09526,Transport of 3-Ureidopropionate,H+[e] + 3-ureidopropionate[e] <=> 3-ureidopropionate[c] + H+[c],NA,Transport reactions
MAR09533,Transport of 3-Ureidopropionate,3-ureidopropionate[e] <=> 3-ureidopropionate[c],NA,Transport reactions
MAR09576,Transport of Kynurenic Acid,AKG[c] + 4-hydroxy-2-quinolinecarboxylic acid[e] <=> 4-hydroxy-2-quinolinecarboxylic acid[c] + AKG[e],ENSG00000149452 or ENSG00000197901,Transport reactions
MAR09589,Transport of Kynurenic Acid,4-hydroxy-2-quinolinecarboxylic acid[e] <=> 4-hydroxy-2-quinolinecarboxylic acid[c],NA,Transport reactions
MAR09723,Transport of 3-Hydroxyanthranilate,3-hydroxyanthranilate[e] <=> 3-hydroxyanthranilate[c],NA,Transport reactions
MAR09736,Transport of 3-Hydroxy-L-Kynurenine,tryptophan[c] + 3-hydroxy-L-kynurenine[e] <=> 3-hydroxy-L-kynurenine[c] + tryptophan[e],ENSG00000103257,Transport reactions
MAR09819,Transport of Quinolinic Acid,sulfate[c] + quinolinate[e] <=> quinolinate[c] + sulfate[e],ENSG00000197901,Transport reactions
MAR09820,Transport of 2-Phospho-D-Glycerate,2-phospho-D-glycerate[e] <=> 2-phospho-D-glycerate[c],NA,Transport reactions
MAR09821,Transport of Carnosine,carnosine[e] <=> carnosine[c],NA,Transport reactions
MAR09822,Transport of Choline Phosphate,phosphocholine[e] <=> phosphocholine[c],NA,Transport reactions
MAR09823,Transport of Cystine,L-cystathionine[e] <=> L-cystathionine[c],NA,Transport reactions
MAR09824,Transport of dCMP,dCMP[e] <=> dCMP[c],NA,Transport reactions
MAR09825,Transport of Dihydroxyacetone Phosphate,DHAP[e] <=> DHAP[c],NA,Transport reactions
MAR09826,Transport of Dimethylglycine,dimethylglycine[e] <=> dimethylglycine[c],NA,Transport reactions
MAR09827,Transport of Ethanolamine Phosphate,ethanolamine-phosphate[e] <=> ethanolamine-phosphate[c],NA,Transport reactions
MAR09828,Transport of Fumarate,fumarate[e] <=> fumarate[c],NA,Transport reactions
MAR09829,Transport of Glycerophosphocholine,sn-glycerol-3-PC[e] <=> sn-glycerol-3-PC[c],NA,Transport reactions
MAR09830,Transport of D-Glucuronate,glucuronate[e] <=> glucuronate[c],NA,Transport reactions
MAR09831,Transport of Isocitrate,isocitrate[e] <=> isocitrate[c],NA,Transport reactions
MAR09832,Transport of L-2-Aminoadipate,L-2-aminoadipate[e] <=> L-2-aminoadipate[c],NA,Transport reactions
MAR09833,Transport of Xanthine,xanthine[e] <=> xanthine[c],NA,Transport reactions
MAR09834,Transport of XMP,xanthosine-5-phosphate[e] <=> xanthosine-5-phosphate[c],NA,Transport reactions
MAR09835,Transport of Xanthosine,xanthosine[e] <=> xanthosine[c],NA,Transport reactions
MAR09836,Transport of 3-Phospho-D-Glycerate,3-phospho-D-glycerate[e] <=> 3-phospho-D-glycerate[c],NA,Transport reactions
MAR09837,Transport of UDP-Glucuronate,UDP-glucuronate[e] <=> UDP-glucuronate[c],NA,Transport reactions
MAR09838,Transport of IMP,IMP[e] <=> IMP[c],NA,Transport reactions
MAR09839,Transport of Glycerophosphoric Acid,sn-glycerol-3-phosphate[e] <=> sn-glycerol-3-phosphate[c],NA,Transport reactions
MAR09840,Transport of Nicotinate D-Ribonucleotide,nicotinate ribonucleotide[e] <=> nicotinate ribonucleotide[c],NA,Transport reactions
MAR09841,Transport of Orotidylic Acid,orotidine-5-phosphate[e] <=> orotidine-5-phosphate[c],NA,Transport reactions
MAR09842,Exchange of 2-Phospho-D-Glycerate,2-phospho-D-glycerate[e] <=>,NA,Exchange/demand reactions
MAR09843,Exchange of 5-Hydroxyindoleacetate,5-hydroxyindoleacetate[e] <=>,NA,Exchange/demand reactions
MAR09844,Exchange of N-Carbamoyl-Beta-Alaninate,3-ureidopropionate[e] <=>,NA,Exchange/demand reactions
MAR09845,Exchange of Choline Phosphate,phosphocholine[e] <=>,NA,Exchange/demand reactions
MAR09846,Exchange of L-Cystathionine,L-cystathionine[e] <=>,NA,Exchange/demand reactions
MAR09847,Exchange of Deoxycytidylic Acid,dCMP[e] <=>,NA,Exchange/demand reactions
MAR09848,"Exchange of N,N-Dimethylglycine",dimethylglycine[e] <=>,NA,Exchange/demand reactions
MAR09849,Exchange of Ethanolamine Phosphate,ethanolamine-phosphate[e] <=>,NA,Exchange/demand reactions
MAR09850,Exchange of Glycerophosphocholine,sn-glycerol-3-PC[e] <=>,NA,Exchange/demand reactions
MAR09851,Exchange of D-Glyceraldehyde,glyceraldehyde[e] <=>,NA,Exchange/demand reactions
MAR09852,Exchange of Guanidinoacetic Acid,guanidinoacetate[e] <=>,NA,Exchange/demand reactions
MAR09853,Exchange of L-Homocysteine,homocysteine[e] <=>,NA,Exchange/demand reactions
MAR09854,Ex_icit[e],isocitrate[e] <=>,NA,Exchange/demand reactions
MAR09855,Exchange of Kynurenic Acid,4-hydroxy-2-quinolinecarboxylic acid[e] <=>,NA,Exchange/demand reactions
MAR09856,Exchange of L-2-Aminoadipate,L-2-aminoadipate[e] <=>,NA,Exchange/demand reactions
MAR09857,Exchange of L-Kynurenine,kynurenine[e] <=>,NA,Exchange/demand reactions
MAR09858,Exchange of Phosphoenolpyruvate,PEP[e] <=>,NA,Exchange/demand reactions
MAR09859,Exchange of Quinolinic Acid,quinolinate[e] <=>,NA,Exchange/demand reactions
MAR09860,Exchange of Xanthylic Acid,xanthosine-5-phosphate[e] <=>,NA,Exchange/demand reactions
MAR09861,Exchange of Xanthosine,xanthosine[e] <=>,NA,Exchange/demand reactions
MAR09862,Exchange of 3-Phospho-D-Glycerate,3-phospho-D-glycerate[e] <=>,NA,Exchange/demand reactions
MAR09863,Exchange,3-hydroxyanthranilate[e] <=>,NA,Exchange/demand reactions
MAR09864,Exchange,UDP-glucuronate[e] <=>,NA,Exchange/demand reactions
MAR09865,Exchange,3-hydroxy-L-kynurenine[e] <=>,NA,Exchange/demand reactions
MAR09866,Exchange,nicotinate ribonucleotide[e] <=>,NA,Exchange/demand reactions
MAR09867,Exchange,orotidine-5-phosphate[e] <=>,NA,Exchange/demand reactions
MAR09868,Exchange of Glycerophosphoric Acid,sn-glycerol-3-phosphate[e] <=>,NA,Exchange/demand reactions
MAR09869,Alanine Transport by B0At3,alanine[e] + chloride[e] + Na+[e] => alanine[c] + chloride[c] + Na+[c],ENSG00000147003 and ENSG00000164363,Transport reactions
MAR09870,Arachidonate (N-C18:1) Transport by FATP,arachidonate[e] + ATP[c] + CoA[c] => AMP[c] + arachidonyl-CoA[c] + PPi[c],ENSG00000130304 or ENSG00000167114,Transport reactions
MAR09871,Arginine Transport by B0At3,arginine[e] + chloride[e] + Na+[e] => arginine[c] + chloride[c] + Na+[c],ENSG00000147003 and ENSG00000164363,Transport reactions
MAR09872,Asparagine Transport by B0At3,asparagine[e] + chloride[e] + Na+[e] => asparagine[c] + chloride[c] + Na+[c],ENSG00000147003 and ENSG00000164363,Transport reactions
MAR09873,Betaine Transport by Bgt,betaine[e] + chloride[e] + Na+[e] <=> betaine[c] + chloride[c] + Na+[c],ENSG00000111181,Transport reactions
MAR09874,Butyrate Transport by Smct1,butyrate[e] + Na+[e] <=> butyrate[c] + Na+[c],ENSG00000256870,Transport reactions
MAR09875,Carnitine Transport by Atb0,chloride[e] + L-carnitine[e] + 2 Na+[e] => chloride[c] + L-carnitine[c] + 2 Na+[c],ENSG00000268104,Transport reactions
MAR09876,Cysteine Transport by B0At3,chloride[e] + cysteine[e] + Na+[e] => chloride[c] + cysteine[c] + Na+[c],ENSG00000147003 and ENSG00000164363,Transport reactions
MAR09877,Dhea Transport by ABCa11,ATP[c] + dehydroepiandrosterone sulfate[c] + H2O[c] => ADP[c] + dehydroepiandrosterone sulfate[e] + H+[c] + Pi[c],ENSG00000121270,Transport reactions
MAR09878,Dopa Transport by Ent4,dopamine[e] + H+[e] <=> dopamine[c] + H+[c],ENSG00000164638,Transport reactions
MAR09879,17Beta-Estradiol 3-Glucosiduronic Acid Transport by ABCa8,ATP[c] + estradiol-17beta 3-glucuronide[e] + H2O[c] => ADP[c] + estradiol-17beta 3-glucuronide[c] + H+[c] + Pi[c],ENSG00000141338,Transport reactions
MAR09880,Estrone-Sulphate Transport by ABCa11,ATP[c] + estrone 3-sulfate[c] + H2O[c] => ADP[c] + estrone 3-sulfate[e] + H+[c] + Pi[c],ENSG00000121270,Transport reactions
MAR09881,Estrone-Sulphate Transport by ABCa8,ATP[c] + estrone 3-sulfate[e] + H2O[c] => ADP[c] + estrone 3-sulfate[c] + H+[c] + Pi[c],ENSG00000141338,Transport reactions
MAR09882,Folate Transport by ABCa11,ATP[c] + folate[c] + H2O[c] => ADP[c] + folate[e] + H+[c] + Pi[c],ENSG00000005471 or ENSG00000023839 or ENSG00000103222 or ENSG00000114770 or ENSG00000118777 or ENSG00000121270 or ENSG00000125257,Transport reactions
MAR09883,Folate Transport by Oat1,AKG[c] + folate[e] + Na+[e] <=> AKG[e] + folate[c] + Na+[c],ENSG00000197901,Transport reactions
MAR09884,Folate Transport by Oats,folate[e] + sulfate[c] <=> folate[c] + sulfate[e],ENSG00000137204 or ENSG00000149452 or ENSG00000168065,Transport reactions
MAR09885,Folate Transport by OATP,folate[e] + HCO3-[c] <=> folate[c] + HCO3-[e],ENSG00000084453 or ENSG00000134538,Transport reactions
MAR09886,GABA Transport by Bgt,4-aminobutyrate[e] + chloride[e] + Na+[e] <=> 4-aminobutyrate[c] + chloride[c] + Na+[c],ENSG00000111181,Transport reactions
MAR09887,Glutamine Transport by B0At3,chloride[e] + glutamine[e] + Na+[e] => chloride[c] + glutamine[c] + Na+[c],ENSG00000147003 and ENSG00000164363,Transport reactions
MAR09888,Glutamate Transport by B0At3,chloride[e] + glutamate[e] + Na+[e] => chloride[c] + glutamate[c] + Na+[c],ENSG00000147003 and ENSG00000164363,Transport reactions
MAR09889,Guanosine Transport in via Proton Symport Reversible,guanosine[e] + H+[e] <=> guanosine[c] + H+[c],ENSG00000197506,Transport reactions
MAR09890,Water And Glycerol Transport by Aqp,glycerol[e] + H2O[e] <=> glycerol[c] + H2O[c],ENSG00000103569 or ENSG00000143595 or ENSG00000165269 or ENSG00000165272,Transport reactions
MAR09891,Iso-Leucine Transport by B0At3,chloride[e] + isoleucine[e] + Na+[e] => chloride[c] + isoleucine[c] + Na+[c],ENSG00000147003 and ENSG00000164363,Transport reactions
MAR09892,Leucine Transport by B0At3,chloride[e] + leucine[e] + Na+[e] => chloride[c] + leucine[c] + Na+[c],ENSG00000147003 and ENSG00000164363,Transport reactions
MAR09893,Leukotriene Transport by ABCa8,ATP[c] + H2O[c] + leukotriene C4[e] => ADP[c] + H+[c] + leukotriene C4[c] + Pi[c],ENSG00000141338,Transport reactions
MAR09894,Lignocerate Transport by FATP,ATP[c] + CoA[c] + lignocerate[e] => AMP[c] + PPi[c] + tetracosanoyl-CoA[c],ENSG00000130304 or ENSG00000140284,Transport reactions
MAR09895,Methionine Transport by B0At3,chloride[e] + methionine[e] + Na+[e] => chloride[c] + methionine[c] + Na+[c],ENSG00000147003 and ENSG00000164363,Transport reactions
MAR09896,Nicotinate Transport by Smct1,Na+[e] + nicotinate[e] <=> Na+[c] + nicotinate[c],ENSG00000256870,Transport reactions
MAR09897,Phosphatidylglycerol Transport by ABCa3,ATP[c] + H2O[c] + PG-CL pool[c] => ADP[c] + H+[c] + Pi[c] + PG-CL pool[e],ENSG00000167972,Transport reactions
