""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"IDH1_AVG"	"IDH2_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg00657581"	0.0218462495862416	0.939666152768654	3.51969577602657	0.000874571108936096	0.489583692100331	-1.29276155944735	0.926012246777253	0.947858496363495	0.0218462495862418	"3"	9973478	"F"	"II"	"IL17RC"	"Body"	"shore"	"Body-shore"	"chr3:9974379-9975722"	""	""
"cg22035498"	0.0159372049825636	0.910453268373014	3.51867123524657	0.000877328497793075	0.490568988036075	-1.29572419988739	0.900492515258911	0.916429720241475	0.0159372049825638	"12"	12022498	"F"	"I"	"ETV6"	"Body"	"opensea"	"Body-opensea"	""	"rs567885519;rs200351280;rs201298740;rs111871763;rs72550786"	"0;1;25;28;38"
"cg25465634"	-0.0236396113292094	0.0878675755707881	-3.5185395298413	0.0008776835618944	0.490568988036075	-1.29610500995802	0.102642332651544	0.0790027213223346	-0.0236396113292093	"14"	55658290	"F"	"II"	"DLGAP5"	"5'UTR"	"island"	"5'UTR-island"	"chr14:55658232-55658550"	""	""
"cg26101428"	0.0415401470841613	0.919825489734575	3.51803445317745	0.000879046465094982	0.490714796896914	-1.29756529423689	0.893862897806974	0.935403044891136	0.041540147084162	"5"	101835664	"R"	"II"	"SLCO6A1"	"TSS1500"	"shore"	"TSS1500-shore"	"chr5:101834354-101834740"	"rs146326626;rs191582105"	"44;2"
"cg06022557"	0.030791558166494	0.942465411652118	3.5175623652308	0.00088032217316142	0.490714796896914	-1.29893008186819	0.923220687798059	0.954012245964553	0.0307915581664943	"11"	76242918	"R"	"II"	"C11orf30"	"Body"	"opensea"	"Body-opensea"	""	"rs553711706;rs576966764"	"17;2"
"cg15982963"	-0.141824395718341	0.747830627636891	-3.51721806746814	0.000881253669374461	0.490714796896914	-1.29992536045485	0.836470874960854	0.694646479242513	-0.141824395718341	"12"	80427704	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs561560155;rs527279251"	"0;15"
"cg03749563"	0.0791151150162284	0.893661691174189	3.51702597823008	0.000881773773830823	0.490714796896914	-1.30048061568513	0.844214744289046	0.923329859305275	0.0791151150162288	"5"	158590067	"F"	"II"	"RNF145"	"ExonBnd"	"opensea"	"ExonBnd-opensea"	""	"rs553921431"	"24"
"cg17582637"	-0.0653346639428187	0.113355357393551	-3.51682741165668	0.000882311723665354	0.490714796896914	-1.30105457431322	0.154189522357812	0.0888548584149936	-0.0653346639428187	"7"	17336978	"R"	"II"	"AHR"	"TSS1500"	"shore"	"TSS1500-shore"	"chr7:17338252-17339101"	""	""
"cg03562264"	-0.0133112695185185	0.050009068244008	-3.51666811713876	0.000882743504861842	0.490714796896914	-1.30151500193865	0.058328611693082	0.0450173421745636	-0.0133112695185184	"6"	36646551	"R"	"I"	"CDKN1A"	"5'UTR"	"island"	"5'UTR-island"	"chr6:36646244-36648465"	"rs4647891;rs376404028"	"46;22"
"cg18736835"	0.0244151575678897	0.937856449731806	3.51655249025292	0.000883057047282898	0.490714796896914	-1.30184920366557	0.922596976251875	0.947012133819765	0.0244151575678899	"2"	174719603	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs562810004;rs574887275;rs542014007;rs560313820;rs527918935"	"44;33;16;2;1"
"cg09769556"	0.0464157211149497	0.899429527191535	3.51644246802589	0.000883355490148669	0.490714796896914	-1.30216719956777	0.870419701494691	0.916835422609641	0.0464157211149498	"8"	18776046	"F"	"II"	"PSD3"	"Body"	"opensea"	"Body-opensea"	""	"rs376898562;rs561151756;rs530381949"	"4;19;29"
"cg18225311"	0.0582819513351857	0.684511834514736	3.51597559888056	0.000884622973599432	0.49104290950529	-1.30351651610906	0.648085614930245	0.70636756626543	0.0582819513351858	"7"	906450	"F"	"II"	"UNC84A"	"Body"	"shore"	"Body-shore"	"chr7:905608-905886"	"rs549627817;rs371782673"	"1;29"
"cg11486285"	-0.159860480406491	0.615551516288107	-3.51535839898497	0.000886301241629949	0.49123121233589	-1.30530013627528	0.715464316542164	0.555603836135673	-0.159860480406491	"17"	11484255	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs554549853;rs190808360"	"1;18"
"cg06538151"	0.0278268102149181	0.923860487711323	3.51535283191449	0.000886316393196517	0.49123121233589	-1.3053162234225	0.906468731326999	0.934295541541918	0.0278268102149184	"12"	50748524	"R"	"II"	"FAM186A"	"Body"	"opensea"	"Body-opensea"	""	"rs538003682;rs572565205;rs568126633;rs369441605"	"43;11;2;1"
"cg19625796"	-0.17269434969129	0.383888238921271	-3.51497847043055	0.000887335836798563	0.491420810886657	-1.30639797789941	0.491822207478327	0.319127857787037	-0.17269434969129	"11"	26593769	"F"	"II"	"MUC15"	"1stExon"	"opensea"	"1stExon-opensea"	""	"rs562382081;rs529570673;rs551197612;rs190648187;rs533559859"	"5;20;36;42;44"
"cg04997558"	0.0258790057284305	0.910501028291555	3.51464181310186	0.000888253559548358	0.491550584922005	-1.30737072055399	0.894326649711285	0.920205655439716	0.0258790057284307	"17"	80635674	"R"	"II"	"RAB40B"	"Body"	"opensea"	"Body-opensea"	""	"rs567245692;rs534282738"	"34;1"
"cg03863838"	-0.0159072621920786	0.0826859712048819	-3.51429568042462	0.00088919805411335	0.491550584922005	-1.30837078025504	0.092628010074931	0.0767207478828524	-0.0159072621920786	"6"	36562081	"F"	"II"	"SFRS3"	"TSS200"	"island"	"TSS200-island"	"chr6:36561907-36562412"	"rs534497383;rs185113042;rs574159338;rs150146669"	"27;29;49;51"
"cg06265600"	0.0423913672297563	0.897026336987251	3.51390115038392	0.000890275776955215	0.491550584922005	-1.3095105958227	0.870531732468653	0.91292309969841	0.0423913672297569	"1"	172324768	"R"	"II"	"DNM3"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg12350342"	0.0725123734580466	0.842109056567376	3.51377649209128	0.000890616559785827	0.491550584922005	-1.3098707226516	0.796788823156097	0.869301196614144	0.0725123734580468	"11"	46558181	"R"	"II"	"AMBRA1"	"Body"	"opensea"	"Body-opensea"	""	"rs148837512"	"31"
"cg09944967"	0.0552255666727611	0.846492866261105	3.51357025407785	0.000891180632733836	0.491550584922005	-1.31046650844137	0.811976887090629	0.867202453763391	0.0552255666727614	"7"	151783821	"F"	"II"	"GALNT11"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs34346516"	"27"
"cg09648092"	0.101331947206888	0.785028958842593	3.51315934774541	0.000892305499518044	0.491550584922005	-1.31165347978751	0.721696491838288	0.823028439045176	0.101331947206888	"17"	67057350	"F"	"II"	"ABCA9"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs540223646;rs77941101"	"0;13"
"cg02954252"	-0.0105311728448517	0.028607164469808	-3.51267758989384	0.000893626045659363	0.491550584922005	-1.31304500617843	0.0351891474978403	0.0246579746529887	-0.0105311728448517	"12"	57119365	"F"	"I"	"NACA"	"TSS1500"	"island"	"TSS1500-island"	"chr12:57118977-57119374"	""	""
"cg24226308"	0.0192221730359362	0.962777494748655	3.5125055341708	0.000894098118237117	0.491550584922005	-1.31354194887034	0.950763636601195	0.969985809637131	0.0192221730359363	"2"	182480167	"R"	"II"	"CERKL"	"Body"	"opensea"	"Body-opensea"	""	"rs566918189"	"14"
"cg11709793"	0.0376672367988624	0.926697912614544	3.51249746389052	0.000894120266647667	0.491550584922005	-1.31356525760983	0.903155889615255	0.940823126414118	0.0376672367988623	"6"	32798950	"F"	"II"	"TAP2"	"Body"	"opensea"	"Body-opensea"	""	"rs181416817;rs565145207;rs576790602"	"0;20;36"
"cg06754513"	0.0353842932371196	0.890641582944815	3.51241540266144	0.000894345508535569	0.491550584922005	-1.3138022665219	0.868526399671615	0.903910692908735	0.0353842932371194	"7"	90899699	"F"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr7:90893567-90896683"	"rs568986712;rs367644526"	"0;5"
"cg03503252"	0.0572021606675885	0.902799068131826	3.51152193317429	0.000896801404574843	0.492456903970315	-1.31638255571251	0.867047717714583	0.924249878382172	0.0572021606675889	"12"	88823364	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs570692526;rs192922818;rs546744542"	"22;2;1"
"cg07255205"	0.0318712843953891	0.934065058176299	3.5113219187586	0.000897352066713746	0.492456903970315	-1.31696012933137	0.914145505429181	0.94601678982457	0.0318712843953893	"9"	126693247	"F"	"II"	"DENND1A"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs568506332;rs559291465;rs552435293"	"0;12;31"
"cg11382241"	0.0740051546636206	0.867430470814948	3.51102931639872	0.000898158213776346	0.492471785937673	-1.31780502809703	0.821177249150184	0.895182403813805	0.0740051546636209	"3"	4889445	"R"	"II"	"ITPR1"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs187032288;rs191698945;rs9817206;rs377290142"	"51;47;7;5"
"cg16137006"	0.0453098729062743	0.945609544791337	3.51058683731721	0.000899378595049703	0.492471785937673	-1.31908261644144	0.917290874224916	0.96260074713119	0.0453098729062746	"6"	2168579	"F"	"II"	"GMDS"	"Body"	"opensea"	"Body-opensea"	""	"rs114061413;rs180788108;rs569360676"	"7;24;41"
"cg16808481"	0.0254629708342101	0.956320818700514	3.51057343020506	0.000899415597219867	0.492471785937673	-1.31912132577247	0.940406461929133	0.965869432763343	0.0254629708342105	"7"	115862660	"R"	"II"	"TES"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs531230764;rs62475206;rs549627707;rs567830396"	"22;5;2;1"
"cg16984992"	0.0317692997546196	0.94458840813291	3.50944516396417	0.000902534687167817	0.492863637715281	-1.32237854879085	0.924732595786273	0.956501895540892	0.0317692997546196	"2"	86789171	"R"	"II"	"CHMP3"	"Body"	"shore"	"Body-shore"	"chr2:86789974-86790642"	"rs562828783"	"33"
"cg01382930"	0.0216883549203951	0.96189409009506	3.50938562409276	0.000902699570730982	0.492863637715281	-1.32255041775553	0.948338868269813	0.970027223190208	0.0216883549203954	"11"	94565946	"R"	"II"	"AMOTL1"	"Body"	"opensea"	"Body-opensea"	""	"rs555503538;rs567452100"	"43;26"
"cg16058607"	-0.0139963373344715	0.0614080642046714	-3.50909920860439	0.000903493140993134	0.492863637715281	-1.32337716464524	0.0701557750387161	0.0561594377042446	-0.0139963373344715	"15"	60298730	"F"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr15:60296135-60298520"	"rs536855642"	"27"
"cg13982028"	0.0616990492442427	0.785494008366178	3.50900951175853	0.000903741800212733	0.492863637715281	-1.32363606852933	0.746932102588526	0.808631151832769	0.0616990492442426	"1"	167516895	"R"	"II"	"CREG1"	"Body"	"opensea"	"Body-opensea"	""	"rs2076464;rs113557118;rs558400120"	"35;24;2"
"cg04998498"	0.0615439139218968	0.901894362232452	3.50899765597047	0.000903774671916973	0.492863637715281	-1.3236702891481	0.863429416031266	0.924973329953163	0.0615439139218971	"11"	113725687	"F"	"II"	"USP28"	"Body"	"opensea"	"Body-opensea"	""	"rs141840718"	"0"
"cg07426221"	0.0637303746964077	0.911215787130473	3.50881910839361	0.000904269855802736	0.492863637715281	-1.32418564114276	0.871384302945218	0.935114677641626	0.0637303746964082	"2"	103377347	"F"	"II"	"TMEM182"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs148005781"	"1"
"cg20835292"	-0.142467040082689	0.658561585860575	-3.5083892963598	0.000905462955987354	0.492863637715281	-1.32542616416141	0.747603485912255	0.605136445829567	-0.142467040082689	"13"	95963763	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs2993589;rs2992912"	"25;43"
"cg14240106"	-0.0725193787572193	0.763714506007853	-3.50835219943487	0.00090556600226116	0.492863637715281	-1.3255332287721	0.809039117731115	0.736519738973896	-0.0725193787572187	"2"	153561958	"R"	"II"	"PRPF40A"	"Body"	"opensea"	"Body-opensea"	""	"rs13014141;rs528603095;rs192847196"	"51;37;10"
"cg06234451"	0.0192648140132001	0.951181660586139	3.50776508411961	0.000907198353567148	0.493256511829351	-1.32722759415508	0.939141151827889	0.958405965841089	0.0192648140132001	"16"	66567978	"F"	"II"	"TK2"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg16728181"	0.0997615559903239	0.841728589513406	3.50760366955733	0.000907647623624821	0.493256511829351	-1.32769339164575	0.779377617019453	0.879139173009777	0.099761555990324	"8"	1141614	"F"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr8:1137207-1138672"	"rs79391994;rs10046607;rs140991259"	"8;26;34"
"cg06862573"	0.157358494398246	0.770087400832751	3.50721354434289	0.000908734345654236	0.493332406342292	-1.32881912857021	0.671738341833847	0.829096836232093	0.157358494398246	"5"	180077670	"F"	"II"	"FLT4"	"TSS1500"	"shore"	"TSS1500-shore"	"chr5:180075688-180076906"	"rs3806860"	"38"
"cg15529744"	0.0443591143129646	0.925163874888903	3.50691382612125	0.000909570073584386	0.493332406342292	-1.32968393536065	0.8974394284433	0.941798542756265	0.0443591143129647	"3"	12571310	"R"	"II"	"TSEN2"	"Body"	"opensea"	"Body-opensea"	""	"rs140254884;rs147443206"	"2;1"
"cg10099056"	0.0246620157211075	0.949764202592607	3.50662211474753	0.000910384177882834	0.493332406342292	-1.33052559441443	0.934350442766915	0.959012458488022	0.0246620157211077	"1"	227131420	"R"	"II"	"CABC1"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr1:227127069-227128430"	"rs569438864;rs533337008;rs552065442"	"35;5;3"
"cg26119529"	0.046536358435616	0.895088039523137	3.50657804051497	0.000910507239971839	0.493332406342292	-1.33065275557277	0.866002815500877	0.912539173936493	0.0465363584356161	"3"	62111228	"F"	"II"	"ID2B"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs114670164"	"28"
"cg10312081"	0.0549849413578153	0.679003631549968	3.50589121933627	0.000912426998276435	0.493628572369382	-1.33263421338812	0.644638043201333	0.699622984559149	0.0549849413578155	"13"	20270638	"R"	"II"	"PSPC1"	"Body"	"opensea"	"Body-opensea"	""	"rs61058399"	"30"
"cg24282440"	-0.0986428678328886	0.12867005228951	-3.50559881382189	0.000913245480068015	0.493628572369382	-1.33347771988817	0.190321844685065	0.0916789768521764	-0.0986428678328886	"6"	47213705	"F"	"II"	"TNFRSF21"	"Body"	"opensea"	"Body-opensea"	""	"rs565234012;rs532179556"	"11;22"
"cg19119393"	0.0127116220287713	0.974398268833939	3.5055393512641	0.000913412009132448	0.493628572369382	-1.33364924697218	0.966453505065957	0.979165127094728	0.0127116220287713	"3"	129514687	"F"	"II"	"TMCC1"	"Body"	"opensea"	"Body-opensea"	""	"rs544204301"	"1"
"cg22819135"	0.0386703033028193	0.948705586267354	3.50540961443872	0.0009137754465438	0.493628572369382	-1.3340234824763	0.924536646703092	0.963206950005911	0.0386703033028191	"5"	41920822	"R"	"II"	"C5orf51"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs554026255;rs4957435"	"45;34"
"cg16496391"	0.0196759305217324	0.964503089155338	3.50506764538661	0.000914734078981136	0.493728435997519	-1.33500987569864	0.952205632579255	0.971881563100988	0.0196759305217324	"6"	139760069	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs568788008;rs539440593"	"1;32"
"cg00322632"	0.0434579833900419	0.922370428961591	3.50481226618693	0.000915450600722833	0.493728435997519	-1.33574646504758	0.895209189342815	0.938667172732857	0.043457983390042	"7"	4573716	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs559678816;rs140595674"	"32;6"
"cg09118550"	-0.0124692688015831	0.0635886353950739	-3.5041610409415	0.000917280173175954	0.493728435997519	-1.3376246384088	0.0713819283960634	0.0589126595944802	-0.0124692688015832	"10"	15139357	"F"	"I"	"RPP38"	"1stExon"	"island"	"1stExon-island"	"chr10:15138965-15139851"	"rs187243154;rs530400800;rs117151080;rs367801507;rs531618787"	"0;5;13;24;34"
"cg02175231"	0.0350839005547243	0.90989753978301	3.50404619268681	0.000917603192214704	0.493728435997519	-1.33795584492661	0.887970101936307	0.923054002491032	0.0350839005547244	"10"	6469985	"R"	"II"	"PRKCQ"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs528683149;rs45460199"	"40;39"
"cg20104379"	-0.162821476172421	0.440753340269524	-3.50387787316616	0.000918076798676592	0.493728435997519	-1.33844124281147	0.542516762877287	0.379695286704866	-0.16282147617242	"4"	103246119	"R"	"II"	"SLC39A8"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs536747224;rs549137724"	"2;1"
"cg12747505"	0.0598076434158188	0.911048554461587	3.50379551269104	0.000918308623958692	0.493728435997519	-1.33867874763092	0.8736687773267	0.933476420742519	0.0598076434158191	"4"	122854532	"F"	"II"	"TRPC3"	"Body"	"shore"	"Body-shore"	"chr4:122853554-122854169"	""	""
"cg13725958"	0.0280629345579445	0.161877337155784	3.50328223633721	0.000919754631675224	0.493728435997519	-1.34015881514717	0.144338003057069	0.172400937615013	0.0280629345579444	"17"	48712219	"R"	"I"	"ABCC3"	"5'UTR"	"island"	"5'UTR-island"	"chr17:48712050-48712705"	"rs572970626;rs535582846"	"14;6"
"cg21763435"	0.0456437005514757	0.930261580074448	3.50325273689919	0.000919837803630815	0.493728435997519	-1.34024387463534	0.901734267229775	0.947377967781251	0.0456437005514759	"4"	36161440	"F"	"II"	"ARAP2"	"Body"	"opensea"	"Body-opensea"	""	"rs527267252;rs540542532;rs562206395"	"3;42;45"
"cg02095456"	0.0717849211754568	0.869686599793756	3.50316502832542	0.000920085135153384	0.493728435997519	-1.34049677326897	0.824821024059095	0.896605945234552	0.0717849211754571	"2"	153189667	"R"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr2:153191492-153192974"	"rs532199871"	"2"
"cg18556587"	0.0828909432160196	0.608299850609229	3.50161276513422	0.00092447288597368	0.495058215958648	-1.34497190238142	0.556493011099217	0.639383954315236	0.0828909432160198	"2"	159909020	"R"	"II"	"TANC1"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs573926424"	"35"
"cg13214190"	-0.0154829459474271	0.0316156180293137	-3.50155954614932	0.000924623671503759	0.495058215958648	-1.34512530893093	0.0412924592464556	0.0258095132990286	-0.0154829459474271	"7"	106505914	"R"	"II"	"PIK3CG"	"TSS200"	"shelf"	"TSS200-shelf"	"chr7:106508057-106508733"	"rs148247463;rs140392095"	"16;1"
"cg15113457"	-0.153065323795002	0.309038659078023	-3.50149756035079	0.000924799325583129	0.495058215958648	-1.34530398442886	0.404704486449899	0.251639162654897	-0.153065323795002	"4"	128084214	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	""	""
"cg14338801"	0.0396509689452165	0.919942861925481	3.50107086277963	0.000926009354394033	0.495058215958648	-1.34653389580853	0.895161006334721	0.934811975279938	0.0396509689452167	"19"	36703044	"F"	"II"	"ZNF565"	"5'UTR"	"shelf"	"5'UTR-shelf"	"chr19:36705433-36706262"	"rs116689566;rs528811104;rs148098486"	"1;23;26"
"cg19780570"	0.0879472510544493	0.768578360850239	3.50079149803695	0.000926802392823026	0.495058215958648	-1.34733908431862	0.713611328941208	0.801558579995658	0.0879472510544492	"5"	133764548	"F"	"I"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs550499948;rs549214615"	"5;50"
"cg08853056"	0.0315588249281431	0.908286458924876	3.50067371343749	0.000927136944044245	0.495058215958648	-1.34767855237533	0.888562193344787	0.92012101827293	0.0315588249281433	"5"	84716347	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs535334521;rs557207375;rs112674969;rs182215403"	"4;18;40;43"
"cg03240624"	0.0284649902252067	0.935535113739525	3.50054230977111	0.000927510314009165	0.495058215958648	-1.34805726354822	0.917744494848771	0.946209485073978	0.0284649902252069	"7"	105995496	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs182690168;rs530718807"	"40;27"
"cg02825119"	0.043111543402285	0.901876065235263	3.49978764448367	0.00092965738981325	0.495058215958648	-1.35023206825271	0.874931350608834	0.918042894011119	0.043111543402285	"7"	127115798	"F"	"II"	"LOC100506682"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs546102880;rs564399442;rs573075691;rs192362234;rs6956745"	"1;8;14;33;34"
"cg10865990"	-0.210986114162079	0.447282316031598	-3.49910384533784	0.000931606930181107	0.495058215958648	-1.35220239394337	0.579148637382897	0.368162523220818	-0.210986114162079	"5"	164399983	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs527597945;rs187686020"	"5;24"
"cg25637388"	0.0732573120854862	0.875389738060355	3.49900990772662	0.000931875054038298	0.495058215958648	-1.35247305044413	0.829603918006926	0.902861230092412	0.0732573120854865	"3"	33620962	"F"	"II"	"CLASP2"	"Body"	"opensea"	"Body-opensea"	""	"rs181892884"	"3"
"cg04179859"	0.0524303824892393	0.846930148490168	3.49896986880577	0.000931989358482746	0.495058215958648	-1.3525884106591	0.814161159434394	0.866591541923633	0.0524303824892391	"3"	160943979	"R"	"II"	"NMD3"	"Body"	"opensea"	"Body-opensea"	""	"rs114234706;rs531184419;rs540415638"	"49;22;1"
"cg13083012"	0.0477537328791771	0.904803702512425	3.49888858033066	0.000932221464570434	0.495058215958648	-1.3528226166006	0.874957619462939	0.922711352342117	0.0477537328791772	"15"	85962478	"F"	"II"	"AKAP13"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs187171307;rs182369611"	"0;44"
"cg26798213"	0.0901871016063654	0.857343203174444	3.49866356230406	0.000932864254051399	0.495058215958648	-1.35347091391418	0.800976264670465	0.891163366276831	0.0901871016063659	"15"	78786261	"R"	"II"	"IREB2"	"ExonBnd"	"opensea"	"ExonBnd-opensea"	""	""	""
