""	"seqnames"	"start"	"end"	"width"	"strand"	"value"	"area"	"cluster"	"indexStart"	"indexEnd"	"L"	"clusterL"	"p.value"	"fwer"	"p.valueArea"	"fwerArea"
"DMR_1725"	"chr11"	66024375	66024745	370	"*"	-0.924564455005482	7.39651564004386	74894	24026	24033	8	17	0.0162505960346392	0.956	0.0379616384415425	0.992
"DMR_1726"	"chr13"	31506685	31507139	454	"*"	-0.924324192704182	7.39459354163346	111056	36312	36319	8	13	0.0162582868041776	0.956	0.0379770199806193	0.992
"DMR_1727"	"chr14"	74705942	74706336	394	"*"	-0.9227435815879	7.3819486527032	127638	41481	41488	8	9	0.0163890298863304	0.956	0.0381462169104641	0.992
"DMR_1728"	"chr19"	39694477	39695065	588	"*"	-0.922488450955604	7.37990760764483	206745	68146	68153	8	10	0.0164274837340224	0.956	0.0381692892190793	0.992
"DMR_1729"	"chr11"	65667924	65668299	375	"*"	-0.921754483872012	7.37403587097609	74734	23965	23972	8	8	0.0165120821989448	0.956	0.0382461969144633	0.992
"DMR_1730"	"chr6"	32164723	32165321	598	"*"	-0.949042013957371	6.6432940977016	350227	113904	113910	7	46	0.0172350145355544	0.956	0.0496285358312953	0.992
"DMR_1731"	"chr8"	37823979	37824529	550	"*"	-0.792384043968494	7.92384043968494	396751	127949	127958	10	11	0.016842785289096	0.96	0.0314014120252872	0.988
"DMR_1732"	"chr16"	67197084	67197439	355	"*"	-0.920332628467989	7.36266102774391	160227	51944	51951	8	9	0.0166658975897128	0.96	0.0384153938443081	0.992
"DMR_1733"	"chr13"	70681804	70682127	323	"*"	-0.91852473232716	7.34819785861728	114694	37329	37336	8	17	0.0168504760586344	0.96	0.0385692092350761	0.992
"DMR_1734"	"chr19"	54676748	54677232	484	"*"	-0.917307716385316	7.33846173108253	211536	70591	70598	8	8	0.0170196729884792	0.96	0.0387153338563057	0.992
"DMR_1735"	"chr1"	33351568	33352018	450	"*"	-0.916979265765515	7.33583412612412	11039	3129	3136	8	11	0.0170581268361712	0.96	0.0387768600126129	0.992
"DMR_1736"	"chr1"	29062236	29063067	831	"*"	-0.915978042587466	7.32782434069973	9891	2737	2744	8	20	0.0172042514574008	0.96	0.0388922215556889	0.992
"DMR_1737"	"chr6"	30882355	30883203	848	"*"	-0.734173101840603	8.07590412024663	349595	111713	111723	11	46	0.0153277036900312	0.964	0.029686370418224	0.988
"DMR_1738"	"chr4"	156297616	156298289	673	"*"	-0.718793076912339	7.90672384603573	316656	100497	100507	11	14	0.0161275437220248	0.964	0.031570608955132	0.988
"DMR_1739"	"chr3"	160822372	160822728	356	"*"	-0.874038890683538	7.86635001615184	295742	94630	94638	9	23	0.0162967406518696	0.964	0.0320858905142049	0.988
"DMR_1740"	"chr2"	25391656	25391911	255	"*"	-0.873796121024279	7.86416508921852	217301	72217	72225	9	12	0.0163121221909464	0.964	0.0321012720532817	0.988
"DMR_1741"	"chr20"	57089933	57090317	384	"*"	-0.785826232249043	7.85826232249043	257682	83511	83520	10	13	0.0174426653130912	0.964	0.0321858705182041	0.988
"DMR_1742"	"chr14"	37131555	37132774	1219	"*"	-0.872371771309928	7.85134594178935	122348	39590	39598	9	14	0.0164351745035608	0.964	0.0322397059049729	0.988
"DMR_1743"	"chr5"	68787696	68788173	477	"*"	-0.871549323731838	7.84394391358654	327656	103146	103154	9	13	0.0165043914294064	0.964	0.0323319951394337	0.988
"DMR_1744"	"chr21"	46131464	46131923	459	"*"	-0.871240032931221	7.84116029638099	264414	85197	85205	9	9	0.0165505360466368	0.964	0.0323858305262025	0.988
"DMR_1745"	"chr19"	39989400	39990055	655	"*"	-0.783685235462203	7.83685235462203	206859	68204	68213	10	12	0.0176426253210896	0.964	0.0324165936043561	0.988
"DMR_1746"	"chr18"	31803241	31803836	595	"*"	-0.868315003331799	7.81483502998619	190672	62538	62546	9	11	0.016881239136788	0.964	0.0327088428468153	0.988
"DMR_1747"	"chr1"	201708419	201708932	513	"*"	-0.864786842101997	7.78308157891798	32609	11277	11285	9	13	0.017227323766016	0.964	0.0330549274760433	0.988
"DMR_1748"	"chr12"	53693054	53693490	436	"*"	-0.775876039159433	7.75876039159433	95407	30840	30849	10	19	0.0182963407318536	0.964	0.0333702490271177	0.988
"DMR_1749"	"chr21"	28339262	28340304	1042	"*"	-0.771397188747398	7.71397188747398	260605	84234	84243	10	10	0.0187193330564656	0.964	0.0338778398166521	0.988
"DMR_1750"	"chr7"	30950813	30951498	685	"*"	-0.69692880571495	7.66621686286445	373675	121816	121826	11	13	0.017073508375248	0.964	0.0344777198406473	0.988
"DMR_1751"	"chr19"	57182816	57183342	526	"*"	-0.858404861687507	7.72564375518756	212297	70948	70956	9	9	0.0178964207158568	0.968	0.0337317151954225	0.988
"DMR_1752"	"chr1"	217262978	217263847	869	"*"	-0.856369959149052	7.70732963234147	35885	12190	12198	9	11	0.01807330841524	0.968	0.0339701290511129	0.988
"DMR_1753"	"chr16"	58498456	58499074	618	"*"	-0.855467635203518	7.69920871683166	159458	51679	51687	9	22	0.0181809791887776	0.968	0.0341008721332657	0.988
"DMR_1754"	"chr7"	19158349	19158954	605	"*"	-0.847446135189632	7.62701521670669	371658	121033	121041	9	9	0.0191038715333856	0.968	0.0350006921692585	0.988
"DMR_1755"	"chr4"	41258241	41258935	694	"*"	-0.846632851076967	7.6196956596927	307286	97460	97468	9	9	0.0191807792287696	0.968	0.0350699090951041	0.988
"DMR_1756"	"chr3"	133464842	133465469	627	"*"	-0.845177198658696	7.60659478792826	292244	93420	93428	9	14	0.0193345946195376	0.968	0.0351929614077185	0.988
"DMR_1757"	"chr20"	25129126	25129562	436	"*"	-0.758876515482068	7.58876515482068	251105	81560	81569	10	10	0.0197498961746112	0.968	0.0354390660329473	0.988
"DMR_1758"	"chr6"	36355343	36356015	672	"*"	-0.756922639297285	7.56922639297285	351610	115873	115882	10	15	0.0199114023349176	0.968	0.0356851706581761	0.988
"DMR_1759"	"chr13"	100641243	100642106	863	"*"	-0.84099295389995	7.56893658509955	117046	37840	37848	9	9	0.0198498761786104	0.968	0.0356851706581761	0.988
"DMR_1760"	"chr3"	68981852	68982098	246	"*"	-0.687124195939428	7.5583661553337	285571	91656	91666	11	11	0.017381139156784	0.968	0.0357928414317137	0.988
"DMR_1761"	"chr4"	8582101	8582565	464	"*"	-0.838225904954736	7.54403314459262	304351	96838	96846	9	12	0.0201421254210696	0.968	0.0359851106701737	0.988
"DMR_1762"	"chr6"	166581929	166582464	535	"*"	-0.837505666720344	7.5375510004831	366379	119930	119938	9	10	0.0201882700383	0.968	0.0360697091350961	0.988
"DMR_1763"	"chr11"	45825300	45825579	279	"*"	-0.834689803582208	7.51220823223987	71022	22199	22207	9	9	0.0205112823589128	0.968	0.0364696291510929	0.988
"DMR_1764"	"chr1"	156828693	156829377	684	"*"	-0.831881690749396	7.48693521674457	26439	9536	9544	9	9	0.0208112223709104	0.968	0.0368772399366281	0.992
"DMR_1765"	"chr1"	26644493	26645313	820	"*"	-0.830186303087576	7.47167672778818	9094	2320	2328	9	12	0.0209265839139864	0.968	0.0370695091750881	0.992
"DMR_1766"	"chr10"	64133883	64134403	520	"*"	-0.827613524096571	7.44852171686913	49867	15429	15437	9	15	0.0212726685432144	0.968	0.0373771399566241	0.992
"DMR_1767"	"chr5"	114516141	114516854	713	"*"	-0.827581643606909	7.44823479246218	332063	104474	104482	9	15	0.0212803593127528	0.968	0.0373771399566241	0.992
"DMR_1768"	"chr1"	42801572	42801965	393	"*"	-0.913328635305001	7.30662908244001	13459	3948	3955	8	18	0.017611862242936	0.968	0.0392229246458401	0.992
"DMR_1769"	"chr11"	120110544	120110887	343	"*"	-0.912352986018354	7.29882388814683	83993	27258	27265	8	9	0.01768876993832	0.968	0.0393229046498393	0.992
"DMR_1770"	"chr6"	29760659	29760909	250	"*"	-0.751267842134029	7.51267842134029	349131	110274	110283	10	17	0.020495900819836	0.972	0.0364696291510929	0.988
"DMR_1771"	"chr3"	48885189	48885665	476	"*"	-0.825463673512373	7.42917306161135	282089	90317	90325	9	15	0.0215879900942888	0.972	0.0376463168904681	0.992
"DMR_1772"	"chr13"	112721325	112721950	625	"*"	-0.820088291528145	7.3807946237533	118818	38164	38172	9	9	0.0221571070401304	0.972	0.0381615984495409	0.992
"DMR_1773"	"chr10"	126107471	126107861	390	"*"	-0.819222149904575	7.37299934914117	60581	18619	18627	9	9	0.0222340147355144	0.972	0.0382538876840017	0.992
"DMR_1774"	"chr3"	157824143	157824910	767	"*"	-0.819030637007098	7.37127573306388	295395	94492	94500	9	10	0.0223109224308984	0.972	0.0382615784535401	0.992
"DMR_1775"	"chr6"	31734106	31734580	474	"*"	-0.818203306078484	7.36382975470636	349960	112636	112644	9	19	0.022418593204436	0.972	0.0384000123052313	0.992
"DMR_1776"	"chr15"	45926628	45926889	261	"*"	-0.814407774166746	7.32966996750072	138335	44768	44776	9	17	0.0228262039899712	0.972	0.0388691492470737	0.992
"DMR_1777"	"chr3"	71180032	71180415	383	"*"	-0.813326822002058	7.31994139801852	285863	91727	91735	9	11	0.0229723286112008	0.972	0.0390229646378417	0.992
"DMR_1778"	"chr16"	56622779	56623215	436	"*"	-0.812349138521502	7.31114224669352	158729	51374	51382	9	13	0.0230876901542768	0.972	0.0391613984895329	0.992
"DMR_1779"	"chr2"	115919785	115920825	1040	"*"	-0.812270887678739	7.31043798910865	229952	76057	76065	9	9	0.0230876901542768	0.972	0.0391844707981481	0.992
"DMR_1780"	"chr14"	72399553	72400168	615	"*"	-0.911037576301611	7.28830061041289	127132	41292	41299	8	8	0.0178887299463184	0.972	0.0394767200406073	0.992
"DMR_1781"	"chr15"	75019070	75019376	306	"*"	-0.737479015898803	7.37479015898803	143858	46518	46527	10	30	0.0215879900942888	0.976	0.0382308153753865	0.992
"DMR_1782"	"chr19"	49436579	49436866	287	"*"	-0.737298801235176	7.37298801235176	209874	69770	69779	10	13	0.0216033716333656	0.976	0.0382538876840017	0.992
"DMR_1783"	"chr8"	49468684	49469113	429	"*"	-0.906652420345923	7.25321936276738	398207	128252	128259	8	8	0.0184040115053912	0.976	0.0399766200606033	0.992
"DMR_1784"	"chr5"	138534137	138534431	294	"*"	-0.906501433793136	7.25201147034509	335390	105767	105774	8	12	0.0184117022749296	0.976	0.0399996923692185	0.992
"DMR_1785"	"chr19"	52205761	52206912	1151	"*"	-0.9055890578683	7.2447124629464	210966	70259	70266	8	16	0.0185193730484672	0.976	0.0400996723732177	0.992
"DMR_1786"	"chr1"	177133536	177134019	483	"*"	-0.902468490647965	7.21974792518372	29700	10560	10567	8	16	0.0188885299863104	0.976	0.0404919016196761	0.992
"DMR_1787"	"chr16"	71264282	71264740	458	"*"	-0.902183392523906	7.21746714019125	161467	52665	52672	8	11	0.0189269838340024	0.976	0.0404995923892145	0.992
"DMR_1788"	"chr10"	123922863	123923518	655	"*"	-0.799836082056699	7.19852473851029	60060	18480	18488	9	14	0.0245258640579576	0.976	0.0407687693230585	0.992
"DMR_1789"	"chr2"	38830276	38830776	500	"*"	-0.797252872538145	7.17527585284331	219725	73041	73049	9	9	0.0248334948394936	0.976	0.0411225447218249	0.992
"DMR_1790"	"chr8"	10192257	10192943	686	"*"	-0.896062661033012	7.1685012882641	392359	126792	126799	8	12	0.0198268038699952	0.976	0.0411994524172089	0.992
"DMR_1791"	"chr20"	43538000	43538586	586	"*"	-0.893118350378047	7.14494680302437	254465	82757	82764	8	13	0.0200882900343008	0.976	0.0415070831987449	0.992
"DMR_1792"	"chr5"	141487909	141488201	292	"*"	-0.892715449829138	7.1417235986331	336406	106450	106457	8	13	0.0201267438819928	0.976	0.0415455370464369	0.992
"DMR_1793"	"chr1"	36772417	36773099	682	"*"	-0.882120618327226	7.05696494661781	11789	3407	3414	8	8	0.021418793164444	0.976	0.0427914417116577	0.992
"DMR_1794"	"chr9"	112402449	112402944	495	"*"	-0.88168703380717	7.05349627045736	419069	132617	132624	8	8	0.021495700859828	0.976	0.0428760401765801	0.992
"DMR_1795"	"chr14"	100111183	100111392	209	"*"	-0.881117770986568	7.04894216789254	131913	42678	42685	8	8	0.021572608555212	0.976	0.0429529478719641	0.992
"DMR_1796"	"chr17"	48278778	48279080	302	"*"	-0.880226335356235	7.04181068284988	178924	58913	58920	8	9	0.0216956608678264	0.976	0.0430683094150401	0.992
"DMR_1797"	"chr11"	115375192	115375718	526	"*"	-0.719223330716605	7.19223330716605	82556	26718	26727	10	13	0.0230261639979696	0.98	0.0408764400965961	0.992
"DMR_1798"	"chr4"	109683730	109684305	575	"*"	-0.795874238527745	7.1628681467497	312725	99255	99263	9	14	0.0249796194607232	0.98	0.0412763601125929	0.992
"DMR_1799"	"chr3"	35680290	35680802	512	"*"	-0.795592092322209	7.16032883089988	279430	89278	89286	9	13	0.0250257640779536	0.98	0.0412840508821313	0.992
"DMR_1800"	"chr7"	155325552	155326484	932	"*"	-0.790779529466229	7.11701576519606	389115	126424	126432	9	11	0.0255794994847184	0.98	0.0419531478319721	0.992
"DMR_1801"	"chr12"	51236059	51236768	709	"*"	-0.784342951765724	7.05908656589152	94532	30509	30517	9	9	0.0264254841339424	0.98	0.0427606786335041	0.992
"DMR_1802"	"chr3"	167098017	167098267	250	"*"	-0.782183384130924	7.03965045717831	295915	94697	94705	9	9	0.0267715687631704	0.98	0.0431144540322705	0.992
"DMR_1803"	"chr8"	65490184	65491200	1016	"*"	-0.782141427166527	7.03927284449874	399899	128653	128661	9	16	0.0267715687631704	0.98	0.0431144540322705	0.992
"DMR_1804"	"chr12"	107348639	107349191	552	"*"	-0.878897610595716	7.03118088476573	102208	33635	33642	8	8	0.0218648577976712	0.98	0.0431913617276545	0.992
"DMR_1805"	"chr6"	29945012	29945155	143	"*"	-0.878793501455918	7.03034801164734	349162	110304	110311	8	12	0.0218879301062864	0.98	0.0432067432667313	0.992
"DMR_1806"	"chr1"	40420299	40420692	393	"*"	-0.702810951483333	7.02810951483333	12777	3718	3727	10	15	0.0241182532724224	0.98	0.0432298155753465	0.992
"DMR_1807"	"chr17"	16256937	16257223	286	"*"	-0.780728094471611	7.0265528502445	171325	55566	55574	9	12	0.026879239536708	0.98	0.0432759601925769	0.992
"DMR_1808"	"chr2"	186603233	186603639	406	"*"	-0.780425752146323	7.02383176931691	237738	78052	78060	9	17	0.0269176933844	0.98	0.0433144140402689	0.992
"DMR_1809"	"chr17"	7516860	7517339	479	"*"	-0.877678904032095	7.02143123225676	169697	55029	55036	8	12	0.0220571270361312	0.98	0.0433759401965761	0.992
"DMR_1810"	"chr10"	71561823	71562858	1035	"*"	-0.877493045854345	7.01994436683476	50664	15708	15715	8	18	0.0220955808838232	0.98	0.0433836309661145	0.992
"DMR_1811"	"chr11"	125366238	125366590	352	"*"	-0.779106716681375	7.01196045013238	85203	27503	27511	9	9	0.0271407257010136	0.98	0.0434759202005753	0.992
"DMR_1812"	"chr11"	62621178	62622234	1056	"*"	-0.69952795150548	6.9952795150548	73462	23196	23205	10	10	0.0243335948194976	0.98	0.0438373863688801	0.992
"DMR_1813"	"chr3"	156008770	156009680	910	"*"	-0.777045300810446	6.99340770729401	295099	94393	94401	9	9	0.0274483564825496	0.98	0.0438527679079569	0.992
"DMR_1814"	"chr2"	223535775	223536609	834	"*"	-0.772571965493155	6.95314768943839	242582	79661	79669	9	9	0.0280636180456216	0.98	0.0444834110101057	0.992
"DMR_1815"	"chr3"	187387555	187388148	593	"*"	-0.77076794267636	6.93691148408724	298959	95527	95535	9	13	0.0283174134403888	0.98	0.0447910417916417	0.992
"DMR_1816"	"chr11"	47399813	47400175	362	"*"	0.766469171728022	6.8982225455522	71534	22408	22416	9	11	0.0288326949994616	0.98	0.0453678495070217	0.992
"DMR_1817"	"chr15"	75017914	75018266	352	"*"	-0.765188269494627	6.88669442545165	143858	46498	46506	9	30	0.0289711288511528	0.98	0.0455370464368665	0.992
"DMR_1818"	"chr17"	37895771	37896620	849	"*"	-0.764518150168949	6.88066335152054	175457	57187	57195	9	9	0.0290249642379216	0.98	0.0456216449017889	0.992
"DMR_1819"	"chr13"	108520039	108521062	1023	"*"	-0.760049529293025	6.84044576363722	117835	37999	38007	9	10	0.0295863904142248	0.98	0.0463445772383985	0.992
"DMR_1820"	"chr1"	205819251	205819609	358	"*"	-0.757554224316664	6.81798801884998	34038	11718	11726	9	13	0.0298632581176072	0.98	0.0466829710980881	0.992
"DMR_1821"	"chr2"	18059005	18059752	747	"*"	-0.757455658715267	6.8171009284374	216200	71929	71937	9	14	0.0298709488871456	0.98	0.0466906618676265	0.992
"DMR_1822"	"chr18"	48086162	48086680	518	"*"	-0.87521336698361	7.00170693586888	192414	62986	62993	8	8	0.0223647578176672	0.984	0.0437143340562657	0.992
"DMR_1823"	"chr1"	13840314	13840861	547	"*"	-0.874534316792826	6.99627453434261	4998	1303	1310	8	8	0.0224647378216664	0.984	0.0438220048298033	0.992
"DMR_1824"	"chr16"	20084851	20085897	1046	"*"	-0.874399321016764	6.99519456813411	154355	49827	49834	8	8	0.02249550089982	0.984	0.0438373863688801	0.992
"DMR_1825"	"chr15"	73661340	73661908	568	"*"	-0.874133623532742	6.99306898826194	143417	46264	46271	8	10	0.0225108824388968	0.984	0.0438604586774953	0.992
"DMR_1826"	"chr12"	81331457	81331845	388	"*"	-0.873547602310136	6.98838081848109	99189	32635	32642	8	9	0.0225647178256656	0.984	0.0439604386814945	0.992
"DMR_1827"	"chr6"	105627791	105628063	272	"*"	-0.872236165055839	6.97788932044671	358123	117931	117938	8	11	0.0227569870641256	0.984	0.0441219448418009	0.992
"DMR_1828"	"chr2"	119599067	119600002	935	"*"	-0.870018976013937	6.96015180811149	230164	76119	76126	8	8	0.023110762462892	0.984	0.0444065033147217	0.992
"DMR_1829"	"chr15"	99645031	99645435	404	"*"	-0.869485021937812	6.9558801755025	148496	47937	47944	8	10	0.0231722886191992	0.984	0.0444680294710289	0.992
"DMR_1830"	"chr4"	104640662	104641319	657	"*"	-0.866418408041158	6.93134726432926	312329	99079	99086	8	13	0.0235798994047344	0.984	0.0448602587174873	0.992
"DMR_1831"	"chr4"	4868356	4869172	816	"*"	-0.866102982982262	6.9288238638581	303048	96629	96636	8	8	0.0236260440219648	0.984	0.0449217848737945	0.992
"DMR_1832"	"chr4"	66535145	66535589	444	"*"	-0.863990207518493	6.91192166014794	308874	98028	98035	8	23	0.0240413455770384	0.984	0.0451601987294849	0.992
"DMR_1833"	"chr16"	86542422	86542905	483	"*"	-0.751874986036491	6.76687487432842	164905	53343	53351	9	10	0.0306630981496008	0.984	0.0475135742082353	0.992
"DMR_1834"	"chr19"	46105073	46105952	879	"*"	-0.745583868989728	6.71025482090755	208633	69220	69228	9	9	0.0315629181855937	0.984	0.0485595188654577	0.992
"DMR_1835"	"chr20"	10199210	10199536	326	"*"	-0.862493330779449	6.89994664623559	249246	81125	81132	8	8	0.024264377893652	0.988	0.0453447771984065	0.992
"DMR_1836"	"chr22"	19743689	19744078	389	"*"	-0.861460163425743	6.89168130740595	265950	85548	85555	8	9	0.024456647132112	0.988	0.0454678295110209	0.992
"DMR_1837"	"chr1"	91487865	91488275	410	"*"	-0.861067325074903	6.88853860059922	20213	6264	6271	8	16	0.0245181732884192	0.988	0.0455293556673281	0.992
"DMR_1838"	"chr3"	63263752	63264249	497	"*"	-0.859588728749854	6.87670982999883	284867	91585	91592	8	8	0.0247565871441096	0.988	0.0457216249057881	0.992
"DMR_1839"	"chr3"	50359909	50360690	781	"*"	-0.859503242655405	6.87602594124324	282629	90814	90821	8	8	0.0247719686831864	0.988	0.0457293156753265	0.992
"DMR_1840"	"chr6"	42109999	42110867	868	"*"	-0.858805915645609	6.87044732516487	353005	116192	116199	8	8	0.0248719486871856	0.988	0.0458523679879409	0.992
"DMR_1841"	"chr13"	102068989	102069556	567	"*"	-0.858601070667016	6.86880856533613	117272	37898	37905	8	8	0.0248950209958008	0.988	0.0458831310660945	0.992
"DMR_1842"	"chr19"	12978255	12978805	550	"*"	-0.857830074241911	6.86264059393529	201626	65814	65821	8	8	0.0249796194607232	0.988	0.0459754203005553	0.992
"DMR_1843"	"chr2"	14774786	14775187	401	"*"	-0.855307357731624	6.84245886185299	215783	71847	71854	8	8	0.0253487763985664	0.988	0.0463061233907065	0.992
"DMR_1844"	"chr14"	36003074	36003528	454	"*"	-0.851395511697507	6.81116409358006	122194	39489	39496	8	13	0.0260101825788688	0.988	0.0467598787934721	0.992
"DMR_1845"	"chr10"	95325782	95326409	627	"*"	-0.850273513441133	6.80218810752907	54929	16717	16724	8	8	0.0261332348914832	0.988	0.0468906218756249	0.992
"DMR_1846"	"chr11"	31833934	31834905	971	"*"	-0.849246315416924	6.79397052333539	69109	21666	21673	8	33	0.0263485764385584	0.988	0.0470213649577777	0.992
"DMR_1847"	"chr19"	19050971	19051337	366	"*"	-0.848583656323012	6.78866925058409	203749	66855	66862	8	12	0.0264254841339424	0.988	0.0471213449617769	0.992
"DMR_1848"	"chr8"	124193684	124194361	677	"*"	-0.84710208395033	6.77681667160264	405983	130426	130433	8	8	0.0266562072200944	0.988	0.0473366865088521	0.992
"DMR_1849"	"chr5"	176057427	176057996	569	"*"	-0.846151222934342	6.76920978347474	341833	107813	107820	8	8	0.0268177133804008	0.988	0.0474674295910049	0.992
"DMR_1850"	"chr1"	26737116	26737797	681	"*"	-0.845853058021154	6.76682446416923	9136	2349	2356	8	11	0.0268484764585544	0.988	0.0475135742082353	0.992
"DMR_1851"	"chr22"	50919817	50920015	198	"*"	-0.845373716681546	6.76298973345237	274691	87928	87935	8	8	0.0269253841539384	0.988	0.0475981726731577	0.992
"DMR_1852"	"chr19"	55865825	55866345	520	"*"	-0.845050761063084	6.76040608850467	211914	70738	70745	8	13	0.0269715287711688	0.988	0.0476366265208497	0.992
