"Rownames"	"chr"	"start"	"end"	"Name"
"chr20:35224265-35224826"	"chr20:35224265-35224826"	"chr20"	35224265	35224826	"MMP24"
"chr20:35428656-35436033"	"chr20:35428656-35436033"	"chr20"	35428656	35436033	"GDF5OS"
"chr20:35925823-35931113"	"chr20:35925823-35931113"	"chr20"	35925823	35931113	""
"chr20:35850522-35851546"	"chr20:35850522-35851546"	"chr20"	35850522	35851546	""
"chr20:35851547-35857264"	"chr20:35851547-35857264"	"chr20"	35851547	35857264	""
"chr20:35878603-35879883"	"chr20:35878603-35879883"	"chr20"	35878603	35879883	""
"chr20:35887676-35888366"	"chr20:35887676-35888366"	"chr20"	35887676	35888366	""
"chr20:36230602-36244987"	"chr20:36230602-36244987"	"chr20"	36230602	36244987	"AAR2"
"chr20:36618403-36620634"	"chr20:36618403-36620634"	"chr20"	36618403	36620634	""
"chr20:36666297-36668851"	"chr20:36666297-36668851"	"chr20"	36666297	36668851	""
"chr20:36668852-36669594"	"chr20:36668852-36669594"	"chr20"	36668852	36669594	""
"chr20:36949798-36952526"	"chr20:36949798-36952526"	"chr20"	36949798	36952526	"SAMHD1"
"chr20:36952527-36954174"	"chr20:36952527-36954174"	"chr20"	36952527	36954174	"SAMHD1"
"chr20:36538847-36541620"	"chr20:36538847-36541620"	"chr20"	36538847	36541620	"MYL9"
"chr20:37022939-37027050"	"chr20:37022939-37027050"	"chr20"	37022939	37027050	""
"chr20:37096942-37098967"	"chr20:37096942-37098967"	"chr20"	37096942	37098967	"RBL1"
"chr20:36541678-36543529"	"chr20:36541678-36543529"	"chr20"	36541678	36543529	"MYL9"
"chr20:36669595-36669997"	"chr20:36669595-36669997"	"chr20"	36669595	36669997	""
"chr20:36669998-36672583"	"chr20:36669998-36672583"	"chr20"	36669998	36672583	""
"chr20:36742485-36748701"	"chr20:36742485-36748701"	"chr20"	36742485	36748701	"NDRG3"
"chr20:36868045-36871744"	"chr20:36868045-36871744"	"chr20"	36868045	36871744	""
"chr20:37094341-37094818"	"chr20:37094341-37094818"	"chr20"	37094341	37094818	""
"chr20:37286470-37287882"	"chr20:37286470-37287882"	"chr20"	37286470	37287882	"MANBAL"
"chr20:37287883-37291160"	"chr20:37287883-37291160"	"chr20"	37287883	37291160	"MANBAL"
"chr20:37515081-37521796"	"chr20:37515081-37521796"	"chr20"	37515081	37521796	"NNAT"
"chr20:37521797-37530597"	"chr20:37521797-37530597"	"chr20"	37521797	37530597	"BLCAP"
"chr20:37570567-37579017"	"chr20:37570567-37579017"	"chr20"	37570567	37579017	""
"chr20:37675031-37678722"	"chr20:37675031-37678722"	"chr20"	37675031	37678722	"LOC100287792"
"chr20:37670434-37675030"	"chr20:37670434-37675030"	"chr20"	37670434	37675030	"LOC100287792"
"chr20:39663869-39664463"	"chr20:39663869-39664463"	"chr20"	39663869	39664463	""
"chr20:39664464-39664862"	"chr20:39664464-39664862"	"chr20"	39664464	39664862	""
"chr20:39664863-39666200"	"chr20:39664863-39666200"	"chr20"	39664863	39666200	""
"chr20:43589808-43590556"	"chr20:43589808-43590556"	"chr20"	43589808	43590556	"IFT52"
"chr20:38511814-38516099"	"chr20:38511814-38516099"	"chr20"	38511814	38516099	"MIR548O2"
"chr20:38516100-38519664"	"chr20:38516100-38519664"	"chr20"	38516100	38519664	"MIR548O2"
"chr20:38870773-38873418"	"chr20:38870773-38873418"	"chr20"	38870773	38873418	""
"chr20:39348880-39352203"	"chr20:39348880-39352203"	"chr20"	39348880	39352203	""
"chr20:39234068-39241613"	"chr20:39234068-39241613"	"chr20"	39234068	39241613	""
"chr20:39328919-39332349"	"chr20:39328919-39332349"	"chr20"	39328919	39332349	""
"chr20:38800145-38804528"	"chr20:38800145-38804528"	"chr20"	38800145	38804528	"PPP1R16B"
"chr20:38804529-38805189"	"chr20:38804529-38805189"	"chr20"	38804529	38805189	"PPP1R16B"
"chr20:38805190-38813423"	"chr20:38805190-38813423"	"chr20"	38805190	38813423	"PPP1R16B"
"chr20:38865762-38870772"	"chr20:38865762-38870772"	"chr20"	38865762	38870772	""
"chr20:38911755-38928314"	"chr20:38911755-38928314"	"chr20"	38911755	38928314	"FAM83D"
"chr20:38948088-38956651"	"chr20:38948088-38956651"	"chr20"	38948088	38956651	""
"chr20:38957001-38960455"	"chr20:38957001-38960455"	"chr20"	38957001	38960455	"DHX35"
"chr20:38960456-38961211"	"chr20:38960456-38961211"	"chr20"	38960456	38961211	"DHX35"
"chr20:38961212-38961372"	"chr20:38961212-38961372"	"chr20"	38961212	38961372	"DHX35"
"chr20:38961373-38968326"	"chr20:38961373-38968326"	"chr20"	38961373	38968326	"DHX35"
"chr20:39753536-39765140"	"chr20:39753536-39765140"	"chr20"	39753536	39765140	""
"chr20:39932177-39937166"	"chr20:39932177-39937166"	"chr20"	39932177	39937166	""
"chr20:40023931-40032508"	"chr20:40023931-40032508"	"chr20"	40023931	40032508	""
"chr20:39663183-39663868"	"chr20:39663183-39663868"	"chr20"	39663183	39663868	""
"chr20:41988034-41990654"	"chr20:41988034-41990654"	"chr20"	41988034	41990654	""
"chr20:41990655-41993284"	"chr20:41990655-41993284"	"chr20"	41990655	41993284	""
"chr20:42012046-42017690"	"chr20:42012046-42017690"	"chr20"	42012046	42017690	""
"chr20:42685422-42687157"	"chr20:42685422-42687157"	"chr20"	42685422	42687157	"LOC101927159"
"chr20:42670343-42685421"	"chr20:42670343-42685421"	"chr20"	42670343	42685421	"LOC101927159"
"chr20:43223286-43229497"	"chr20:43223286-43229497"	"chr20"	43223286	43229497	""
"chr20:43229498-43239660"	"chr20:43229498-43239660"	"chr20"	43229498	43239660	""
"chr20:43219698-43223285"	"chr20:43219698-43223285"	"chr20"	43219698	43223285	""
"chr20:43188958-43189352"	"chr20:43188958-43189352"	"chr20"	43188958	43189352	""
"chr20:43913266-43913553"	"chr20:43913266-43913553"	"chr20"	43913266	43913553	"TOX2"
"chr20:44393937-44399893"	"chr20:44393937-44399893"	"chr20"	44393937	44399893	"HNF4A-AS1"
"chr20:43911591-43913265"	"chr20:43911591-43913265"	"chr20"	43911591	43913265	"TOX2"
"chr20:43913554-43915818"	"chr20:43913554-43915818"	"chr20"	43913554	43915818	"TOX2"
"chr20:44407876-44417202"	"chr20:44407876-44417202"	"chr20"	44407876	44417202	"MIR3646"
"chr20:44000540-44006012"	"chr20:44000540-44006012"	"chr20"	44000540	44006012	""
"chr20:44180908-44183360"	"chr20:44180908-44183360"	"chr20"	44180908	44183360	""
"chr20:44212685-44212935"	"chr20:44212685-44212935"	"chr20"	44212685	44212935	"OSER1"
"chr20:44521325-44522995"	"chr20:44521325-44522995"	"chr20"	44521325	44522995	"SERINC3"
"chr20:44522996-44533203"	"chr20:44522996-44533203"	"chr20"	44522996	44533203	"SERINC3;PKIG"
"chr20:44708836-44717180"	"chr20:44708836-44717180"	"chr20"	44708836	44717180	"CCN5"
"chr20:44808330-44817588"	"chr20:44808330-44817588"	"chr20"	44808330	44817588	"RIMS4"
"chr20:44952585-44961492"	"chr20:44952585-44961492"	"chr20"	44952585	44961492	"TOMM34"
"chr20:44961493-44977836"	"chr20:44961493-44977836"	"chr20"	44961493	44977836	"TOMM34;STK4;STK4-AS1"
"chr20:44652725-44656670"	"chr20:44652725-44656670"	"chr20"	44652725	44656670	"ADA"
"chr20:44661234-44672756"	"chr20:44661234-44672756"	"chr20"	44661234	44672756	"LINC01260"
"chr20:45308187-45308849"	"chr20:45308187-45308849"	"chr20"	45308187	45308849	"MATN4"
"chr20:45308850-45311942"	"chr20:45308850-45311942"	"chr20"	45308850	45311942	"MATN4"
"chr20:45173418-45175649"	"chr20:45173418-45175649"	"chr20"	45173418	45175649	"PI3"
"chr20:45171506-45173417"	"chr20:45171506-45173417"	"chr20"	45171506	45173417	"PI3"
"chr20:45830059-45840109"	"chr20:45830059-45840109"	"chr20"	45830059	45840109	"SNX21;TNNC2"
"chr20:45855151-45858393"	"chr20:45855151-45858393"	"chr20"	45855151	45858393	"ZSWIM3;ACOT8"
"chr20:45876800-45886994"	"chr20:45876800-45886994"	"chr20"	45876800	45886994	"ZSWIM1"
"chr20:45886995-45894769"	"chr20:45886995-45894769"	"chr20"	45886995	45894769	"SPATA25;CTSA;NEURL2"
"chr20:45894770-45899184"	"chr20:45894770-45899184"	"chr20"	45894770	45899184	""
"chr20:45910684-45912020"	"chr20:45910684-45912020"	"chr20"	45910684	45912020	"PLTP"
"chr20:45912021-45916136"	"chr20:45912021-45916136"	"chr20"	45912021	45916136	"PLTP"
"chr20:45926132-45941111"	"chr20:45926132-45941111"	"chr20"	45926132	45941111	"PCIF1"
"chr20:45976997-45980674"	"chr20:45976997-45980674"	"chr20"	45976997	45980674	""
"chr20:46013675-46026170"	"chr20:46013675-46026170"	"chr20"	46013675	46026170	"SLC12A5;SLC12A5-AS1"
"chr20:46893472-46896469"	"chr20:46893472-46896469"	"chr20"	46893472	46896469	"EYA2"
"chr20:46498676-46499777"	"chr20:46498676-46499777"	"chr20"	46498676	46499777	""
"chr20:47304463-47322565"	"chr20:47304463-47322565"	"chr20"	47304463	47322565	"LOC100131496"
"chr20:47348734-47355729"	"chr20:47348734-47355729"	"chr20"	47348734	47355729	"LOC101927377"
"chr20:47358312-47365127"	"chr20:47358312-47365127"	"chr20"	47358312	47365127	"ZMYND8"
"chr20:47356352-47358311"	"chr20:47356352-47358311"	"chr20"	47356352	47358311	"ZMYND8"
"chr20:47946258-47960498"	"chr20:47946258-47960498"	"chr20"	47946258	47960498	""
"chr20:47970767-47972967"	"chr20:47970767-47972967"	"chr20"	47970767	47972967	""
"chr20:47972968-47973466"	"chr20:47972968-47973466"	"chr20"	47972968	47973466	""
"chr20:47973467-47985269"	"chr20:47973467-47985269"	"chr20"	47973467	47985269	""
"chr20:47986031-47991167"	"chr20:47986031-47991167"	"chr20"	47986031	47991167	""
"chr20:47991168-47998649"	"chr20:47991168-47998649"	"chr20"	47991168	47998649	""
"chr20:48476815-48480236"	"chr20:48476815-48480236"	"chr20"	48476815	48480236	""
"chr20:48491846-48497242"	"chr20:48491846-48497242"	"chr20"	48491846	48497242	""
"chr20:48275073-48275605"	"chr20:48275073-48275605"	"chr20"	48275073	48275605	""
"chr20:48275606-48275910"	"chr20:48275606-48275910"	"chr20"	48275606	48275910	""
"chr20:48275911-48277104"	"chr20:48275911-48277104"	"chr20"	48275911	48277104	""
"chr20:48277105-48279292"	"chr20:48277105-48279292"	"chr20"	48277105	48279292	""
"chr20:48657110-48663160"	"chr20:48657110-48663160"	"chr20"	48657110	48663160	""
"chr20:49132530-49133338"	"chr20:49132530-49133338"	"chr20"	49132530	49133338	""
"chr20:48837877-48850747"	"chr20:48837877-48850747"	"chr20"	48837877	48850747	""
"chr20:48918176-48920959"	"chr20:48918176-48920959"	"chr20"	48918176	48920959	"ARFGEF2"
"chr20:48920960-48930485"	"chr20:48920960-48930485"	"chr20"	48920960	48930485	"ARFGEF2"
"chr20:49032179-49042752"	"chr20:49032179-49042752"	"chr20"	49032179	49042752	""
"chr20:49042753-49062493"	"chr20:49042753-49062493"	"chr20"	49042753	49062493	"CSE1L;CSE1L-AS1"
"chr20:49133339-49138528"	"chr20:49133339-49138528"	"chr20"	49133339	49138528	""
"chr20:49181305-49190969"	"chr20:49181305-49190969"	"chr20"	49181305	49190969	"STAU1"
"chr20:48815511-48830678"	"chr20:48815511-48830678"	"chr20"	48815511	48830678	"PREX1"
"chr20:49132173-49132529"	"chr20:49132173-49132529"	"chr20"	49132173	49132529	""
"chr20:49564167-49574909"	"chr20:49564167-49574909"	"chr20"	49564167	49574909	"PTGIS"
"chr20:49929952-49931663"	"chr20:49929952-49931663"	"chr20"	49929952	49931663	""
"chr20:49910164-49917011"	"chr20:49910164-49917011"	"chr20"	49910164	49917011	"SPATA2"
"chr20:49917012-49917834"	"chr20:49917012-49917834"	"chr20"	49917012	49917834	"SPATA2"
"chr20:49917835-49926178"	"chr20:49917835-49926178"	"chr20"	49917835	49926178	""
"chr20:49931664-49942817"	"chr20:49931664-49942817"	"chr20"	49931664	49942817	"RNF114"
"chr20:49808613-49810758"	"chr20:49808613-49810758"	"chr20"	49808613	49810758	"SLC9A8"
"chr20:49965537-49991328"	"chr20:49965537-49991328"	"chr20"	49965537	49991328	"SNAI1"
"chr20:50039327-50046547"	"chr20:50039327-50046547"	"chr20"	50039327	50046547	""
"chr20:50909928-50912110"	"chr20:50909928-50912110"	"chr20"	50909928	50912110	""
"chr20:50926624-50931895"	"chr20:50926624-50931895"	"chr20"	50926624	50931895	"ADNP-AS1;ADNP"
"chr20:50931896-50937725"	"chr20:50931896-50937725"	"chr20"	50931896	50937725	"ADNP"
"chr20:50912111-50912917"	"chr20:50912111-50912917"	"chr20"	50912111	50912917	""
"chr20:50912918-50917479"	"chr20:50912918-50917479"	"chr20"	50912918	50917479	""
"chr20:52453605-52458883"	"chr20:52453605-52458883"	"chr20"	52453605	52458883	""
"chr20:52482090-52488717"	"chr20:52482090-52488717"	"chr20"	52482090	52488717	""
"chr20:52500113-52500787"	"chr20:52500113-52500787"	"chr20"	52500113	52500787	""
"chr20:52500788-52501601"	"chr20:52500788-52501601"	"chr20"	52500788	52501601	""
"chr20:52501602-52505938"	"chr20:52501602-52505938"	"chr20"	52501602	52505938	""
"chr20:52508809-52514852"	"chr20:52508809-52514852"	"chr20"	52508809	52514852	""
"chr20:52668752-52670245"	"chr20:52668752-52670245"	"chr20"	52668752	52670245	""
"chr20:52670246-52671098"	"chr20:52670246-52671098"	"chr20"	52670246	52671098	""
"chr20:52671099-52673277"	"chr20:52671099-52673277"	"chr20"	52671099	52673277	""
"chr20:51018009-51030084"	"chr20:51018009-51030084"	"chr20"	51018009	51030084	"KCNG1"
"chr20:51768151-51773064"	"chr20:51768151-51773064"	"chr20"	51768151	51773064	"ATP9A"
"chr20:52187053-52198216"	"chr20:52187053-52198216"	"chr20"	52187053	52198216	"LINC01524"
"chr20:52203524-52204614"	"chr20:52203524-52204614"	"chr20"	52203524	52204614	"ZFP64"
"chr20:52204615-52205269"	"chr20:52204615-52205269"	"chr20"	52204615	52205269	"ZFP64"
"chr20:52205784-52206979"	"chr20:52205784-52206979"	"chr20"	52205784	52206979	"ZFP64"
"chr20:55065252-55072718"	"chr20:55065252-55072718"	"chr20"	55065252	55072718	""
"chr20:55072719-55073787"	"chr20:55072719-55073787"	"chr20"	55072719	55073787	""
"chr20:55073788-55074659"	"chr20:55073788-55074659"	"chr20"	55073788	55074659	""
"chr20:55074660-55076022"	"chr20:55074660-55076022"	"chr20"	55074660	55076022	""
"chr20:56663634-56666759"	"chr20:56663634-56666759"	"chr20"	56663634	56666759	""
"chr20:56666856-56670601"	"chr20:56666856-56670601"	"chr20"	56666856	56670601	""
"chr20:56729769-56732379"	"chr20:56729769-56732379"	"chr20"	56729769	56732379	""
"chr20:56772031-56796374"	"chr20:56772031-56796374"	"chr20"	56772031	56796374	""
"chr20:57439788-57442172"	"chr20:57439788-57442172"	"chr20"	57439788	57442172	""
"chr20:57619186-57627616"	"chr20:57619186-57627616"	"chr20"	57619186	57627616	"ZBP1"
"chr20:57442173-57445358"	"chr20:57442173-57445358"	"chr20"	57442173	57445358	""
"chr20:58785219-58788134"	"chr20:58785219-58788134"	"chr20"	58785219	58788134	""
"chr20:58839216-58840180"	"chr20:58839216-58840180"	"chr20"	58839216	58840180	"GNAS"
"chr20:58631855-58640482"	"chr20:58631855-58640482"	"chr20"	58631855	58640482	"LINC01711"
"chr20:58784692-58785218"	"chr20:58784692-58785218"	"chr20"	58784692	58785218	""
"chr20:58835163-58839215"	"chr20:58835163-58839215"	"chr20"	58835163	58839215	"GNAS"
"chr20:58840181-58850251"	"chr20:58840181-58850251"	"chr20"	58840181	58850251	""
"chr20:60749704-60756846"	"chr20:60749704-60756846"	"chr20"	60749704	60756846	""
"chr20:60562123-60571210"	"chr20:60562123-60571210"	"chr20"	60562123	60571210	"MIR548AG2"
"chr20:61268819-61272977"	"chr20:61268819-61272977"	"chr20"	61268819	61272977	""
"chr20:61367768-61373168"	"chr20:61367768-61373168"	"chr20"	61367768	61373168	""
"chr20:62634505-62639763"	"chr20:62634505-62639763"	"chr20"	62634505	62639763	""
"chr20:62844099-62846841"	"chr20:62844099-62846841"	"chr20"	62844099	62846841	""
"chr20:62514466-62521108"	"chr20:62514466-62521108"	"chr20"	62514466	62521108	""
"chr20:62397902-62409552"	"chr20:62397902-62409552"	"chr20"	62397902	62409552	"CABLES2"
"chr20:62560667-62565098"	"chr20:62560667-62565098"	"chr20"	62560667	62565098	"MIR133A2"
"chr20:62565099-62566119"	"chr20:62565099-62566119"	"chr20"	62565099	62566119	"MIR133A2"
"chr20:62566120-62571194"	"chr20:62566120-62571194"	"chr20"	62566120	62571194	""
"chr20:62574170-62574467"	"chr20:62574170-62574467"	"chr20"	62574170	62574467	""
"chr20:62574468-62575155"	"chr20:62574468-62575155"	"chr20"	62574468	62575155	""
"chr20:62658223-62671289"	"chr20:62658223-62671289"	"chr20"	62658223	62671289	"SLCO4A1-AS1"
"chr20:62216923-62223174"	"chr20:62216923-62223174"	"chr20"	62216923	62223174	"HRH3"
"chr20:62229241-62231273"	"chr20:62229241-62231273"	"chr20"	62229241	62231273	"OSBPL2"
"chr20:62342877-62357113"	"chr20:62342877-62357113"	"chr20"	62342877	62357113	"LAMA5-AS1"
"chr20:62552589-62560666"	"chr20:62552589-62560666"	"chr20"	62552589	62560666	"MIR1-1"
"chr20:62300799-62305938"	"chr20:62300799-62305938"	"chr20"	62300799	62305938	"ADRM1"
"chr20:62109314-62136964"	"chr20:62109314-62136964"	"chr20"	62109314	62136964	"LSM14B"
"chr20:62231274-62242202"	"chr20:62231274-62242202"	"chr20"	62231274	62242202	"OSBPL2"
"chr20:62296213-62300798"	"chr20:62296213-62300798"	"chr20"	62296213	62300798	"ADRM1"
"chr20:62330429-62333941"	"chr20:62330429-62333941"	"chr20"	62330429	62333941	"MIR4758"
"chr20:62333942-62334676"	"chr20:62333942-62334676"	"chr20"	62333942	62334676	"MIR4758"
"chr12:166558-171465"	"chr12:166558-171465"	"chr12"	166558	171465	""
"chr21:16868017-16874701"	"chr21:16868017-16874701"	"chr21"	16868017	16874701	""
"chr21:17205817-17215940"	"chr21:17205817-17215940"	"chr21"	17205817	17215940	""
"chr21:17294097-17296507"	"chr21:17294097-17296507"	"chr21"	17294097	17296507	""
"chr21:17435064-17436971"	"chr21:17435064-17436971"	"chr21"	17435064	17436971	"LINC01549"
"chr21:16417753-16419095"	"chr21:16417753-16419095"	"chr21"	16417753	16419095	""
"chr21:16816237-16824052"	"chr21:16816237-16824052"	"chr21"	16816237	16824052	""
"chr21:16874702-16875579"	"chr21:16874702-16875579"	"chr21"	16874702	16875579	""
"chr21:16108101-16125222"	"chr21:16108101-16125222"	"chr21"	16108101	16125222	""
"chr21:16875580-16880289"	"chr21:16875580-16880289"	"chr21"	16875580	16880289	""
"chr21:16807050-16816236"	"chr21:16807050-16816236"	"chr21"	16807050	16816236	""
"chr21:15624839-15634810"	"chr21:15624839-15634810"	"chr21"	15624839	15634810	"LOC101927745"
"chr21:15738151-15752421"	"chr21:15738151-15752421"	"chr21"	15738151	15752421	""
"chr21:18961214-18966933"	"chr21:18961214-18966933"	"chr21"	18961214	18966933	""
"chr21:18752011-18761356"	"chr21:18752011-18761356"	"chr21"	18752011	18761356	""
"chr21:18761357-18762031"	"chr21:18761357-18762031"	"chr21"	18761357	18762031	""
"chr21:18762032-18762561"	"chr21:18762032-18762561"	"chr21"	18762032	18762561	""
"chr21:19244086-19249098"	"chr21:19244086-19249098"	"chr21"	19244086	19249098	""
"chr21:19046540-19047774"	"chr21:19046540-19047774"	"chr21"	19046540	19047774	""
"chr21:19047775-19051636"	"chr21:19047775-19051636"	"chr21"	19047775	19051636	""
"chr21:19129422-19133011"	"chr21:19129422-19133011"	"chr21"	19129422	19133011	""
"chr21:22209164-22212411"	"chr21:22209164-22212411"	"chr21"	22209164	22212411	""
"chr21:23280644-23285923"	"chr21:23280644-23285923"	"chr21"	23280644	23285923	""
"chr21:24112994-24114993"	"chr21:24112994-24114993"	"chr21"	24112994	24114993	""
"chr21:24115596-24117426"	"chr21:24115596-24117426"	"chr21"	24115596	24117426	""
"chr17:32408429-32412426"	"chr17:32408429-32412426"	"chr17"	32408429	32412426	""
"chr21:26966037-26967733"	"chr21:26966037-26967733"	"chr21"	26966037	26967733	"ADAMTS5"
"chr21:26950181-26960177"	"chr21:26950181-26960177"	"chr21"	26950181	26960177	"MIR4759"
"chr21:26967734-26977234"	"chr21:26967734-26977234"	"chr21"	26967734	26977234	"ADAMTS5"
"chr21:30335042-30338857"	"chr21:30335042-30338857"	"chr21"	30335042	30338857	"KRTAP27-1"
"chr21:30338858-30346504"	"chr21:30338858-30346504"	"chr21"	30338858	30346504	"KRTAP27-1"
"chr21:30346505-30357204"	"chr21:30346505-30357204"	"chr21"	30346505	30357204	"KRTAP23-1"
"chr21:30357205-30358629"	"chr21:30357205-30358629"	"chr21"	30357205	30358629	""
"chr21:30368189-30372125"	"chr21:30368189-30372125"	"chr21"	30368189	30372125	"KRTAP13-2"
"chr21:30372126-30373331"	"chr21:30372126-30373331"	"chr21"	30372126	30373331	"KRTAP13-2"
"chr21:30373332-30386775"	"chr21:30373332-30386775"	"chr21"	30373332	30386775	"KRTAP13-2;MIR4327"
"chr21:30421736-30426899"	"chr21:30421736-30426899"	"chr21"	30421736	30426899	"KRTAP13-3"
"chr21:30439229-30441177"	"chr21:30439229-30441177"	"chr21"	30439229	30441177	"KRTAP15-1"
"chr21:27954872-27958135"	"chr21:27954872-27958135"	"chr21"	27954872	27958135	""
"chr21:27352649-27359753"	"chr21:27352649-27359753"	"chr21"	27352649	27359753	""
"chr21:27359754-27371283"	"chr21:27359754-27371283"	"chr21"	27359754	27371283	""
"chr21:27414390-27420827"	"chr21:27414390-27420827"	"chr21"	27414390	27420827	""
"chr21:27420828-27428687"	"chr21:27420828-27428687"	"chr21"	27420828	27428687	""
"chr21:27947995-27954871"	"chr21:27947995-27954871"	"chr21"	27947995	27954871	""
"chr21:28013510-28016648"	"chr21:28013510-28016648"	"chr21"	28013510	28016648	"LINC00314"
"chr21:28045336-28046487"	"chr21:28045336-28046487"	"chr21"	28045336	28046487	"LINC01697"
"chr21:28046488-28048117"	"chr21:28046488-28048117"	"chr21"	28046488	28048117	"LINC01697"
"chr21:28048118-28050813"	"chr21:28048118-28050813"	"chr21"	28048118	28050813	"LINC01697"
"chr21:29019193-29021402"	"chr21:29019193-29021402"	"chr21"	29019193	29021402	"RWDD2B"
"chr21:29057242-29060409"	"chr21:29057242-29060409"	"chr21"	29057242	29060409	""
